Name,Profile,Tier,Gold,Silver,Bronze,Points
BreakfastPirate,https://www.kaggle.com/breakfastpirate,grandmaster,13,15,4,6163
Naomichi Agata,https://www.kaggle.com/agatan,expert,0,2,0,6150
Jared Turkewitz,https://www.kaggle.com/jturkewitz,master,3,8,2,6144
michaln,https://www.kaggle.com/michaln,expert,1,0,1,6144
tamref,https://www.kaggle.com/tamreff3290,expert,1,1,1,6128
Dayin,https://www.kaggle.com/qlongyinqw,expert,0,2,0,6126
Aguiar,https://www.kaggle.com/jsaguiar,expert,1,1,1,6122
maimang,https://www.kaggle.com/maimang,expert,0,2,1,6109
Hai Nam Nguyen,https://www.kaggle.com/hainamnguyen,master,1,3,2,6108
hirune924,https://www.kaggle.com/hirune924,expert,1,1,2,6096
Marco Gorelli,https://www.kaggle.com/marcogorelli,expert,0,0,2,6093
Tim H,https://www.kaggle.com/timhartill,expert,0,3,2,6089
Daniel Lerch,https://www.kaggle.com/daniellerch,expert,0,0,5,6086
Jing Lu,https://www.kaggle.com/lujing,expert,0,5,9,6085
Shinsei66,https://www.kaggle.com/shinsei66,expert,0,3,3,6082
Jeffrey Chung,https://www.kaggle.com/jeffreycbw,expert,0,1,3,6081
timetraveller,https://www.kaggle.com/timetraveller98,expert,0,2,0,6077
atticml,https://www.kaggle.com/atticml,expert,0,1,1,6076
Liuftvafas,https://www.kaggle.com/liuftvafas,master,1,4,2,6074
nel215,https://www.kaggle.com/nel215,master,1,3,0,6072
Vikas Pandey,https://www.kaggle.com/vikasp,expert,0,1,6,6068
wtwtwt0330,https://www.kaggle.com/wtwtwt0330,expert,0,2,0,6067
Sandeep Chanda,https://www.kaggle.com/sandeepchanda,expert,0,0,2,6066
MountainClimber,https://www.kaggle.com/lwd0305,expert,0,1,1,6062
dinosaur,https://www.kaggle.com/supportvectordevin,expert,0,2,1,6062
R0seNb1att,https://www.kaggle.com/frankrosenblatt,expert,1,0,2,6055
Mihail Parushkin,https://www.kaggle.com/parushkin,expert,0,3,1,6055
Svitlana Tarasenko,https://www.kaggle.com/aegle21,expert,0,1,1,6051
Ashish Lal,https://www.kaggle.com/watts2,expert,0,2,6,6048
poxiao,https://www.kaggle.com/poxiaodailaizhe,master,1,3,1,6044
Dhananjay Raut,https://www.kaggle.com/dhananjay3,expert,0,2,1,6043
LijunZhang,https://www.kaggle.com/lijunleozhang,expert,0,3,1,6041
Murat Korkmaz,https://www.kaggle.com/fatall,expert,0,2,2,6039
Sameh Faidi,https://www.kaggle.com/samehif,master,2,9,0,6037
Aleksei Tiulpin,https://www.kaggle.com/alekseit,master,2,4,2,6035
Hyeon,https://www.kaggle.com/hyeonho,expert,0,2,2,6031
Shahebaz,https://www.kaggle.com/shaz13,master,1,4,1,6011
David Surkov,https://www.kaggle.com/dsetpr,master,2,1,0,6010
Leustagos,https://www.kaggle.com/leustagos,grandmaster,23,10,5,6002
tishur,https://www.kaggle.com/tishur,master,1,4,1,6002
Prateek,https://www.kaggle.com/prateekagnihotri,expert,0,1,2,6001
Dima Samchenko,https://www.kaggle.com/samchd,master,1,2,0,5998
sparkingarthur,https://www.kaggle.com/sparkingarthur,expert,0,6,1,5993
Jingxiao Gu,https://www.kaggle.com/gujingxiao0726,master,1,3,3,5988
Vikram Jha,https://www.kaggle.com/invinciblejha,expert,0,2,7,5980
Yair Beer,https://www.kaggle.com/mrbeer,expert,0,3,2,5974
Changyi,https://www.kaggle.com/vicioussong,expert,0,2,1,5974
Dmitry Pranchuk,https://www.kaggle.com/cortwave,master,1,2,2,5972
Xiuqi,https://www.kaggle.com/lixiuqi,expert,1,1,1,5968
Siyu Zhu,https://www.kaggle.com/leidongbao,expert,0,2,1,5964
kagren,https://www.kaggle.com/kagren,expert,0,1,4,5961
alexginsca,https://www.kaggle.com/alexginsca,expert,0,3,2,5955
esprit,https://www.kaggle.com/takuji,expert,0,1,1,5944
Sukjae Cho,https://www.kaggle.com/jandjenter,master,2,4,1,5943
learner,https://www.kaggle.com/a123450,expert,0,5,0,5943
Mehul Sampat,https://www.kaggle.com/mpsampat,expert,0,0,2,5937
sharthZ#23,https://www.kaggle.com/sharthz23,expert,0,4,2,5929
Dawnbreaker,https://www.kaggle.com/dawnbreaker,master,1,5,0,5925
ykaneko,https://www.kaggle.com/ykaneko1992,master,1,4,1,5924
Naokazu Mizuta,https://www.kaggle.com/naokazumizuta,grandmaster,15,15,9,5923
amigd23,https://www.kaggle.com/amigd23,expert,0,2,2,5921
woshialex,https://www.kaggle.com/woshialex,grandmaster,7,9,8,5919
Heads or Tails,https://www.kaggle.com/headsortails,expert,0,1,4,5918
Paul H,https://www.kaggle.com/huibers,expert,0,1,9,5912
Tani_1961,https://www.kaggle.com/hirokitanio,expert,0,0,2,5905
Zhanibek,https://www.kaggle.com/djangokz,expert,0,1,1,5904
Kensaku Okada,https://www.kaggle.com/kensakuokada,expert,0,1,1,5896
Sergey Morzhov,https://www.kaggle.com/smorzhov,expert,0,4,2,5895
wrb0312,https://www.kaggle.com/wrb0312,expert,1,1,0,5890
Shahules,https://www.kaggle.com/shahules,expert,0,3,1,5887
itsy_68,https://www.kaggle.com/itsy68,expert,0,2,1,5884
Bethea Davida,https://www.kaggle.com/iamstark,expert,0,2,3,5883
sensaur,https://www.kaggle.com/na5hun,expert,0,3,3,5881
Shudai,https://www.kaggle.com/shudai,expert,0,2,1,5881
Mayukh Bhattacharyya,https://www.kaggle.com/mayukh18,expert,0,1,2,5879
ikeuchy,https://www.kaggle.com/ikeuchy,expert,0,3,3,5876
Lyalikov Artyom,https://www.kaggle.com/timon88,expert,0,5,3,5870
longint,https://www.kaggle.com/longint,master,1,5,1,5866
Zhassulan Shaikhygali [dsmlkz],https://www.kaggle.com/zhaseke,expert,0,1,2,5862
alup,https://www.kaggle.com/andreaslup,master,2,4,2,5861
Maksym Pyrozhok,https://www.kaggle.com/mpyrozhok,expert,0,1,2,5859
Lisz,https://www.kaggle.com/lishaozhe1992,master,1,3,2,5857
Eran Aharonovich,https://www.kaggle.com/eranah,master,2,2,1,5841
lhohoz,https://www.kaggle.com/lhohoz,master,1,6,2,5841
3sigma,https://www.kaggle.com/amgis3,master,1,2,0,5836
Joni Juvonen,https://www.kaggle.com/qitvision,expert,0,0,5,5836
Sidney Ng,https://www.kaggle.com/sidneyng,expert,0,2,0,5834
SimonChen,https://www.kaggle.com/chenshaomeng,master,1,2,0,5830
Wang Xinliang,https://www.kaggle.com/dldmw579,expert,0,3,0,5830
suk1yak1,https://www.kaggle.com/suk1yak1,expert,0,1,2,5828
Huiyuan,https://www.kaggle.com/thegreatbear,expert,0,1,2,5821
Raiii,https://www.kaggle.com/skraiii,expert,0,1,2,5815
lisr,https://www.kaggle.com/lisr56,expert,0,2,0,5806
sandy1112,https://www.kaggle.com/sandy1112,expert,0,1,2,5805
kambehmw,https://www.kaggle.com/kanbehmw,expert,0,1,2,5794
Ghost.X,https://www.kaggle.com/emotionevil,master,1,2,0,5790
0DD1,https://www.kaggle.com/adish333,expert,0,0,4,5789
---,https://www.kaggle.com/deadpoor,expert,0,1,1,5789
Zhiyu Guo,https://www.kaggle.com/guozhiyu0914,expert,0,2,0,5782
shishirranjan,https://www.kaggle.com/ranjoranjan,expert,0,0,3,5779
Lyn,https://www.kaggle.com/de5d5fe61fcaa6ad7a66,expert,0,1,1,5772
Gennosuke,https://www.kaggle.com/gsakabe,expert,0,2,1,5765
AlexMaster,https://www.kaggle.com/alexeivladimirovich,expert,0,0,2,5758
Bibek,https://www.kaggle.com/bibek777,expert,0,1,4,5755
Kirill Simakov,https://www.kaggle.com/ksimakov,expert,0,1,1,5753
Jianfei Wang,https://www.kaggle.com/codlife,master,1,2,0,5752
Priyanshu Kumar,https://www.kaggle.com/kpriyanshu256,expert,0,2,0,5743
Andrii Sydorchuk,https://www.kaggle.com/asydorchuk,master,1,3,0,5738
kxx,https://www.kaggle.com/kailex,expert,0,6,6,5735
Crossbell,https://www.kaggle.com/crossbell,expert,0,2,1,5735
张鉴鸾,https://www.kaggle.com/zjp2origin,expert,0,1,1,5735
Xie29,https://www.kaggle.com/xiejialun,expert,0,2,0,5722
Roland Luethy,https://www.kaggle.com/rluethy,expert,0,4,4,5719
Rain,https://www.kaggle.com/zhixing629,master,1,2,3,5717
Joshua Havelka,https://www.kaggle.com/j0shua,master,1,4,5,5715
ozlem,https://www.kaggle.com/ozoozo,expert,0,0,2,5714
IggiSv9t,https://www.kaggle.com/iggisv9t,expert,0,4,3,5701
David Bobillot,https://www.kaggle.com/rhinodaveb,master,1,5,2,5700
kaggle446,https://www.kaggle.com/kaggle446,expert,1,0,3,5699
Ming Zhao,https://www.kaggle.com/mingzhao03,expert,0,4,1,5698
Alexey Kotlik,https://www.kaggle.com/antaresnyc,expert,0,0,2,5695
Igor Samenko,https://www.kaggle.com/samenko,expert,0,2,5,5689
Kang,https://www.kaggle.com/kangyu1979,expert,0,1,2,5685
nan,https://www.kaggle.com/dattran2346,expert,0,3,0,5684
Akutagawa,https://www.kaggle.com/akutagawa,expert,0,1,1,5679
noguchi999,https://www.kaggle.com/osamunoguchi,expert,0,3,0,5673
Humberto Brandão,https://www.kaggle.com/brandao,master,1,4,4,5664
Oleksandr Mokin,https://www.kaggle.com/abmokin,expert,1,1,1,5664
WithLi,https://www.kaggle.com/withli,expert,0,1,4,5663
Paradox,https://www.kaggle.com/joeytaj,expert,1,1,0,5658
Sergey Malyutin,https://www.kaggle.com/malyutins,master,1,2,3,5658
charlie_s,https://www.kaggle.com/charlessuhartanto,expert,0,2,0,5657
Ivan V.,https://www.kaggle.com/jovannv,expert,0,1,2,5656
musicmilif,https://www.kaggle.com/musicmilif,expert,0,6,2,5644
Konni,https://www.kaggle.com/khabel,expert,0,1,2,5643
kkiller,https://www.kaggle.com/kneroma,expert,0,0,3,5642
Alexpartisan,https://www.kaggle.com/alexpartisan,master,1,2,1,5636
Serge,https://www.kaggle.com/serg132003,expert,0,1,2,5633
Tapioca J,https://www.kaggle.com/tapioca,expert,0,1,5,5632
wckd,https://www.kaggle.com/wckdman,expert,0,6,5,5631
PAB97,https://www.kaggle.com/rftexas,expert,0,2,0,5621
mandarinente,https://www.kaggle.com/oshidori,expert,0,1,4,5618
Shahnawaz Akhtar,https://www.kaggle.com/shahnawazakhtar,expert,0,5,3,5614
Yinghui Jiang,https://www.kaggle.com/stardjyeah,expert,0,3,2,5611
XY,https://www.kaggle.com/xinyan989,expert,0,2,1,5606
ryomak,https://www.kaggle.com/ryomak,expert,0,2,0,5604
NataM,https://www.kaggle.com/tasha75,expert,2,0,0,5601
slider,https://www.kaggle.com/slider,expert,0,1,2,5597
Pavel Kuzmin,https://www.kaggle.com/hellmetler,expert,0,2,2,5594
abdelatif,https://www.kaggle.com/moussaid,expert,0,0,2,5591
RhodiumFit,https://www.kaggle.com/lszhang,expert,0,5,5,5580
Arjun,https://www.kaggle.com/monsterspy,expert,0,0,3,5580
Alex Mokeev,https://www.kaggle.com/alxatad,expert,2,0,0,5576
Peter,https://www.kaggle.com/pestipeti,expert,0,1,2,5573
suyukun,https://www.kaggle.com/suyukun,expert,0,1,2,5566
Markus Wittkowski,https://www.kaggle.com/jumpmarkus,expert,0,3,1,5566
minu,https://www.kaggle.com/mwbyeon,expert,1,1,0,5563
FlyingWing,https://www.kaggle.com/flyingwing,expert,1,1,0,5563
hiro,https://www.kaggle.com/deeeeeep,expert,0,2,0,5563
Szymon,https://www.kaggle.com/skubicius,expert,0,2,0,5558
Bruce Cragin,https://www.kaggle.com/bcragin,master,4,7,10,5555
Ehsan,https://www.kaggle.com/safavieh,expert,0,4,3,5554
Yassine Alouini,https://www.kaggle.com/yassinealouini,expert,0,1,3,5552
harshml,https://www.kaggle.com/harshml,master,1,2,2,5547
Thong Pham,https://www.kaggle.com/thongpb,expert,0,2,0,5544
Qinghui Ge,https://www.kaggle.com/noxmoon,master,2,1,0,5540
T Flana,https://www.kaggle.com/tflana,expert,0,3,5,5534
Malte Nalenz,https://www.kaggle.com/malten,expert,0,2,2,5533
akira,https://www.kaggle.com/ashirahama,expert,0,3,0,5530
nikita_nrg,https://www.kaggle.com/energyboost,master,1,2,0,5529
lh123,https://www.kaggle.com/liuhao123,expert,1,0,1,5528
Yuxuan Xiao,https://www.kaggle.com/rafaelxiao,expert,0,2,0,5524
Strawberry Ronnie,https://www.kaggle.com/sergeevii123,expert,0,3,4,5515
SkyLibrary,https://www.kaggle.com/skylibrary,master,4,15,9,5513
The16thRoute,https://www.kaggle.com/the16throute,master,2,2,0,5510
AlexanderCh,https://www.kaggle.com/alexanderch,expert,0,1,1,5506
Dr V,https://www.kaggle.com/vthing,master,1,2,1,5501
Amil Gentili,https://www.kaggle.com/agentili,expert,0,1,2,5501
Pedro Lima,https://www.kaggle.com/pvlima,master,2,6,7,5488
jtlowery,https://www.kaggle.com/jtlowery,expert,0,1,3,5479
Chippy,https://www.kaggle.com/nigelcarpenter,master,2,3,14,5477
oct_path,https://www.kaggle.com/octpath0302,expert,0,2,2,5476
Glen Koundry,https://www.kaggle.com/gkoundry,grandmaster,5,12,5,5458
Anton Mashikhin,https://www.kaggle.com/heyt0ny,master,2,2,1,5457
tenajima,https://www.kaggle.com/tenajima,expert,0,1,1,5455
dairatom,https://www.kaggle.com/dairatom,expert,0,1,2,5453
Carlos Brioso,https://www.kaggle.com/cbrioso,master,1,2,5,5452
zhbain,https://www.kaggle.com/zhbain,expert,0,3,2,5449
Aravind Pillai,https://www.kaggle.com/aspillai,expert,0,2,6,5441
farseer,https://www.kaggle.com/yurishafet,expert,0,1,4,5438
Yotam Perkal,https://www.kaggle.com/pyotam,expert,0,1,4,5438
MichaelZhao,https://www.kaggle.com/michaelzhao1021,expert,0,1,1,5436
wXy,https://www.kaggle.com/wxytalent,expert,0,3,0,5432
Virilo Tejedor Aguilera,https://www.kaggle.com/virilo,master,1,5,4,5425
Hai Pham,https://www.kaggle.com/infinitas,expert,0,3,2,5424
Troy Retter,https://www.kaggle.com/troyretter,master,3,1,0,5422
I am deeply learning,https://www.kaggle.com/angtkbj,master,1,2,1,5420
Aditya Soni,https://www.kaggle.com/adityaecdrid,expert,1,0,1,5414
Kyle Richardson,https://www.kaggle.com/yakazimir,expert,2,0,0,5411
mtmt0903,https://www.kaggle.com/mtmt0903,expert,0,1,2,5410
dodoli,https://www.kaggle.com/raytsai,expert,0,1,1,5406
Minesh A. Jethva,https://www.kaggle.com/mineshjethva,expert,0,1,1,5402
wychwood,https://www.kaggle.com/vasiliym1,expert,0,2,1,5401
Wong,https://www.kaggle.com/cwwong1606,expert,0,3,0,5399
Etherqua,https://www.kaggle.com/etherqua,master,2,3,2,5397
Sherry Li,https://www.kaggle.com/sherryli94,expert,1,0,2,5395
Nischay Dhankhar,https://www.kaggle.com/nischaydnk,expert,0,2,0,5392
Yirun Zhang,https://www.kaggle.com/gogo827jz,expert,0,1,3,5388
sokazaki,https://www.kaggle.com/sokazaki,expert,0,3,2,5364
Galitskiy Igor,https://www.kaggle.com/igetii,master,1,3,3,5349
whitehair,https://www.kaggle.com/hanxvn,expert,0,2,1,5348
shiba,https://www.kaggle.com/changewow,expert,0,3,0,5347
Vincent Dai,https://www.kaggle.com/userforrace,expert,0,3,1,5346
dalatar,https://www.kaggle.com/dalatar,expert,0,0,2,5346
little_snail,https://www.kaggle.com/blackboards,expert,0,4,0,5331
Tianyi Miao,https://www.kaggle.com/somnisight,master,2,2,2,5329
Zuping Wu,https://www.kaggle.com/wuzuping,master,1,4,2,5323
ObkNik,https://www.kaggle.com/obknik,expert,0,2,1,5320
data_mining2,https://www.kaggle.com/datamining2,expert,1,1,1,5316
Luke,https://www.kaggle.com/mikelkl,expert,0,3,0,5315
Epochs of Fury,https://www.kaggle.com/htopper,expert,0,3,1,5314
konroy,https://www.kaggle.com/justroy,expert,0,2,0,5287
datamafia7,https://www.kaggle.com/datamafia7,expert,0,0,2,5279
pea98258,https://www.kaggle.com/pea98258,expert,0,2,0,5278
wqk,https://www.kaggle.com/sailorwei,expert,1,1,1,5276
Chris Reeg,https://www.kaggle.com/chrisreeg,expert,0,3,0,5274
dierdier,https://www.kaggle.com/liyushihaoren2,expert,0,3,0,5271
Eric Guo,https://www.kaggle.com/euclidean,master,1,2,0,5257
Nikita Konodyuk,https://www.kaggle.com/konodyuk,expert,0,4,0,5256
Batake,https://www.kaggle.com/batake0708,expert,0,0,4,5254
sogi,https://www.kaggle.com/shinogi,expert,0,0,2,5244
Eutune,https://www.kaggle.com/alessiajs,expert,0,4,1,5242
Index,https://www.kaggle.com/thousandface1111,expert,0,2,1,5242
Cardal,https://www.kaggle.com/chaiml,master,4,0,0,5239
Dzianis Sivets,https://www.kaggle.com/dsivets,expert,0,3,1,5237
takaakiinada,https://www.kaggle.com/takaaki314,expert,0,1,1,5221
온실 감자,https://www.kaggle.com/neoutlier,expert,2,0,0,5221
Arthur,https://www.kaggle.com/yuanyaze,expert,0,2,1,5221
KMen,https://www.kaggle.com/kmenou,expert,0,6,9,5219
ArvindVepa,https://www.kaggle.com/arvindmvepa,master,1,2,2,5219
old-ufo,https://www.kaggle.com/oldufo,master,2,1,1,5218
老中医,https://www.kaggle.com/linjincong,expert,0,2,0,5217
Krizsó Gergely,https://www.kaggle.com/lucifer19,expert,0,1,1,5215
Osman,https://www.kaggle.com/dracula2511,expert,0,4,2,5211
er9213,https://www.kaggle.com/er9213,master,1,3,1,5210
OmerS,https://www.kaggle.com/omershect,expert,0,2,2,5210
nptd,https://www.kaggle.com/hitheone,expert,1,0,2,5198
Anna Novikova,https://www.kaggle.com/demonplus,expert,0,0,2,5189
Raymond Zeng,https://www.kaggle.com/btxlaws,expert,1,1,1,5189
vsvdvd,https://www.kaggle.com/enibriu,expert,0,1,1,5185
omesan,https://www.kaggle.com/omesan619,expert,0,1,2,5183
A Samsonite,https://www.kaggle.com/boykoaa,expert,0,1,2,5182
foo_foo,https://www.kaggle.com/kzkt0713,expert,0,4,0,5181
Narek Maloyan,https://www.kaggle.com/narek1110,expert,0,0,3,5179
Yuki. O,https://www.kaggle.com/yukiohnishi,expert,0,6,2,5178
HoursJ,https://www.kaggle.com/hoursj,expert,0,2,0,5174
emergent complexity,https://www.kaggle.com/jfaath,master,1,3,1,5165
Anand Selvadurai,https://www.kaggle.com/anandselvadurai,expert,0,0,3,5165
DEM,https://www.kaggle.com/dem999,expert,0,5,0,5164
Pavel Proks,https://www.kaggle.com/climbest,expert,0,0,3,5161
Zuoyu Miao,https://www.kaggle.com/zymiao,expert,0,3,0,5146
Gopi Durgaprasad,https://www.kaggle.com/gopidurgaprasad,expert,0,1,1,5146
marshi,https://www.kaggle.com/marshi,master,2,2,0,5145
Mighty Rains,https://www.kaggle.com/mightyrains,expert,0,1,1,5142
Bryan Arnold,https://www.kaggle.com/puremath86,expert,0,1,2,5141
Elvis,https://www.kaggle.com/elvis1992,expert,0,5,0,5139
onooooo,https://www.kaggle.com/onooooo,expert,0,3,0,5139
YangHang978,https://www.kaggle.com/yanghang978,expert,0,1,2,5137
Quancheng,https://www.kaggle.com/quanchengzhang,expert,0,2,0,5132
OceanWong,https://www.kaggle.com/oceanwong,expert,0,2,0,5129
Ji,https://www.kaggle.com/jnnerd,expert,0,4,1,5125
iygnoh,https://www.kaggle.com/dinghysora,expert,0,2,1,5119
donP,https://www.kaggle.com/don096,expert,0,1,5,5118
Lucky Kumar,https://www.kaggle.com/lucky227,expert,0,1,3,5117
Steven Nguyen,https://www.kaggle.com/stevenknguyen,expert,0,7,3,5109
Nghia,https://www.kaggle.com/lego1st,expert,0,3,0,5106
Robert D. Scott,https://www.kaggle.com/robertdscott,expert,0,0,3,5104
Chizuchizu,https://www.kaggle.com/chizuchizu,expert,0,1,2,5098
Kush Jajal,https://www.kaggle.com/hansol1sol,expert,0,1,2,5097
Alex Tolkachev,https://www.kaggle.com/atolkachev,expert,0,2,1,5093
Vladimir Boichenko,https://www.kaggle.com/vabovab,expert,0,3,5,5091
Xu,https://www.kaggle.com/xubujie,expert,0,3,1,5087
michfeld,https://www.kaggle.com/michfeld,expert,1,0,1,5085
komsomolsk.ai,https://www.kaggle.com/komsomolchanka,expert,0,0,3,5081
chmtomasz,https://www.kaggle.com/tomgaava,expert,0,1,1,5080
Sylas,https://www.kaggle.com/jsylas,expert,0,0,2,5075
Sky Huang,https://www.kaggle.com/skyhuang,master,1,4,0,5075
JaimeF,https://www.kaggle.com/druidh,expert,0,3,1,5074
sasakama,https://www.kaggle.com/rterada,master,1,2,0,5073
excel,https://www.kaggle.com/chuanzhixu,expert,0,2,1,5073
Taebong Moon,https://www.kaggle.com/tbmoon,expert,0,1,1,5072
Raphaël CC,https://www.kaggle.com/daijin12,expert,0,3,0,5069
Minchul Shin,https://www.kaggle.com/nashory,master,2,1,0,5064
Oleg Trott,https://www.kaggle.com/olegtrott,expert,1,1,1,5062
Yasar,https://www.kaggle.com/yasarc4,expert,0,2,0,5052
AKuni,https://www.kaggle.com/marutama,expert,0,0,2,5049
kubqr1,https://www.kaggle.com/kubqr1,expert,0,1,4,5048
Alex,https://www.kaggle.com/alex495240115,expert,1,0,2,5042
k2J,https://www.kaggle.com/k2jstat,expert,0,3,4,5037
Nurma U,https://www.kaggle.com/martinid,expert,0,2,2,5035
brumberg,https://www.kaggle.com/brumberg,expert,0,5,0,5032
Julian de Wit,https://www.kaggle.com/juliandewit,grandmaster,6,2,1,5031
21.,https://www.kaggle.com/lilhxr,expert,0,1,1,5027
Rain-S,https://www.kaggle.com/miaorain,expert,0,3,1,5022
ysaz,https://www.kaggle.com/imanazas,expert,0,2,6,5021
r3dfear,https://www.kaggle.com/r3dfear,expert,0,4,1,5018
Bo,https://www.kaggle.com/libo9562,expert,0,0,2,5016
zakopuro,https://www.kaggle.com/zakopur0,expert,0,2,0,5016
Yuriy Makarov,https://www.kaggle.com/lvoursl,expert,0,2,1,5011
Nishi yasu,https://www.kaggle.com/nishisan,expert,0,1,4,5011
hatunina,https://www.kaggle.com/hatunina,expert,0,6,0,5007
HOHOYAO,https://www.kaggle.com/mowayao,expert,0,2,1,5001
Sicong Chen,https://www.kaggle.com/cscruc,expert,0,6,4,5001
Toboggan,https://www.kaggle.com/shimaw28,expert,0,1,2,5001
IvanYakovlev,https://www.kaggle.com/ivanid,expert,1,0,1,5000
beeaware,https://www.kaggle.com/beeaware,expert,0,1,1,5000
RabotniKuma,https://www.kaggle.com/analokamus,expert,0,3,2,4993
Ivan Ivashnev,https://www.kaggle.com/ivashnyov,expert,1,1,3,4992
Mengxin,https://www.kaggle.com/mengxin1992,master,2,2,1,4984
Belonogov,https://www.kaggle.com/belonogov,expert,0,1,1,4981
Artem Voronov,https://www.kaggle.com/avoronoff,expert,0,2,1,4980
Ending,https://www.kaggle.com/ending,expert,0,3,0,4978
Nikita Kozodoi,https://www.kaggle.com/kozodoi,expert,0,4,2,4973
Chris T,https://www.kaggle.com/ctchou,expert,0,2,0,4971
Anton Sukhin,https://www.kaggle.com/antshn,expert,0,1,2,4967
Proletheus,https://www.kaggle.com/proletheus,expert,0,1,1,4960
Gena,https://www.kaggle.com/gdonchyts,expert,0,1,1,4957
Sanjay Agrawal,https://www.kaggle.com/bonga1,master,1,4,3,4956
Nikolay Falaleev,https://www.kaggle.com/nikolasent,master,1,2,2,4948
sibmike,https://www.kaggle.com/sibmike,expert,0,2,1,4947
sagol,https://www.kaggle.com/sagol79,master,1,5,1,4937
teru111,https://www.kaggle.com/teru111,expert,0,3,1,4928
Larxel,https://www.kaggle.com/andrewmvd,expert,0,1,4,4924
hawkey,https://www.kaggle.com/hawkey,expert,0,1,1,4924
Pierre Sardin,https://www.kaggle.com/psardin,expert,0,4,4,4911
sijunhe,https://www.kaggle.com/sijunhe9248,expert,0,6,0,4909
Venkatesh Babu,https://www.kaggle.com/venkateshbabu,expert,1,0,1,4907
MingpeiyuZhang,https://www.kaggle.com/mingpeiyu,expert,0,0,2,4905
Nithinthakur,https://www.kaggle.com/nithinthakur,expert,0,0,2,4903
dashibat,https://www.kaggle.com/sorashido,expert,0,2,2,4901
Dmitry Dryomov,https://www.kaggle.com/dremovd,master,3,7,6,4895
こばやし,https://www.kaggle.com/masaakikob,master,1,2,0,4894
Čeduljko,https://www.kaggle.com/milivojevic,expert,0,2,4,4884
tj_bh,https://www.kaggle.com/tjbhdata,expert,0,4,3,4883
Dmytro Panchenko,https://www.kaggle.com/hokmund,expert,1,0,2,4880
Ashish Singh,https://www.kaggle.com/ashufet,expert,0,2,1,4879
Marcus Harvey,https://www.kaggle.com/mharvey96,expert,0,2,0,4870
Samrat Pandiri,https://www.kaggle.com/samratp,expert,0,4,2,4862
John,https://www.kaggle.com/hics33,expert,0,1,1,4858
naoya,https://www.kaggle.com/iwa708,expert,0,0,2,4857
Roman,https://www.kaggle.com/nroman,expert,0,3,2,4850
Dmitry Efimov,https://www.kaggle.com/efimov,grandmaster,19,12,3,4847
Ir0nMan,https://www.kaggle.com/towsifahamed,expert,0,0,2,4844
Andre Naef,https://www.kaggle.com/andrenaef,master,3,1,1,4840
Do Phuc,https://www.kaggle.com/phucdkbk,expert,0,2,1,4839
saneryee,https://www.kaggle.com/saneryee,expert,0,0,2,4837
yearsj,https://www.kaggle.com/yearsj,expert,1,1,2,4835
Seffi Cohen,https://www.kaggle.com/sefficohen,master,1,5,7,4834
mavillan,https://www.kaggle.com/mavillan,expert,0,2,0,4834
Ruichuan Wong,https://www.kaggle.com/richardwong1994,expert,0,1,1,4833
Xonti,https://www.kaggle.com/xonti1,expert,0,2,0,4821
Bohdan Pavlyshenko,https://www.kaggle.com/bpavlyshenko,master,3,2,2,4820
Giorgos,https://www.kaggle.com/gtolias,expert,2,0,0,4820
sabari nathan,https://www.kaggle.com/sabarinathan,expert,1,0,1,4810
Rzeznik,https://www.kaggle.com/sarkadiu,expert,0,2,4,4809
Binil,https://www.kaggle.com/binilg,expert,1,0,3,4807
tomo20180402,https://www.kaggle.com/tomo20180402,expert,0,1,2,4801
skyneteyes,https://www.kaggle.com/jizimingkaggle,expert,0,1,2,4799
DarthPotato,https://www.kaggle.com/darthpotato,master,2,1,0,4793
Corwin,https://www.kaggle.com/infdepth,expert,0,6,2,4793
Zach Liu,https://www.kaggle.com/zachliu,expert,1,0,1,4792
RB,https://www.kaggle.com/rashmibanthia,expert,0,4,1,4791
ArshjotKhehra,https://www.kaggle.com/arshjot,expert,0,3,1,4791
Stephen Keller,https://www.kaggle.com/skeller,expert,0,0,2,4784
Vlad,https://www.kaggle.com/yurodiviy,expert,1,0,1,4780
Alex Sologub,https://www.kaggle.com/marvelousninja,expert,0,2,3,4778
HoMin,https://www.kaggle.com/hominlee,expert,0,1,3,4773
WuYang,https://www.kaggle.com/ashburton,expert,0,2,0,4773
zlannn,https://www.kaggle.com/zlanan,expert,0,1,2,4773
Optimo,https://www.kaggle.com/optimo,expert,0,2,3,4770
Welkin,https://www.kaggle.com/welkinfeng,expert,0,1,1,4770
Neha,https://www.kaggle.com/nehaboob,expert,0,2,0,4769
Ashutosh Sanzgiri,https://www.kaggle.com/sanzgiri,expert,0,1,1,4766
David Shinn,https://www.kaggle.com/davidshinn,master,4,10,3,4762
gmarshall,https://www.kaggle.com/edonicon,expert,1,0,1,4760
LongYin/杰少,https://www.kaggle.com/longyin2,expert,0,4,3,4756
Sumedh Ravi,https://www.kaggle.com/sumedhravi,expert,0,1,1,4755
Magic,https://www.kaggle.com/androidhk,expert,0,1,6,4751
Peter,https://www.kaggle.com/peterdekkers101,expert,0,2,2,4749
ApoorvNandan,https://www.kaggle.com/nandanapoorv,expert,0,0,2,4748
bangda,https://www.kaggle.com/bangdasun,expert,0,4,2,4745
Renato Aguiar,https://www.kaggle.com/kaleus,expert,0,1,1,4743
