Name,Profile,Tier,Gold,Silver,Bronze,Points
JianiLi,https://www.kaggle.com/jianil726,expert,1,1,1,1327
huytranset15,https://www.kaggle.com/nhokoi90,expert,0,0,2,1327
佩奇,https://www.kaggle.com/xygkeep,expert,0,2,1,1326
Wenlong Shen,https://www.kaggle.com/shenwenlong,expert,0,1,5,1325
mtadeusiak,https://www.kaggle.com/tadeusiak,master,1,2,1,1325
BayesianBrick,https://www.kaggle.com/bayesianbrick,expert,1,1,0,1325
Taranpreet Singh,https://www.kaggle.com/taran8727,expert,1,1,0,1324
sanghai,https://www.kaggle.com/sanghai,expert,0,1,1,1323
Andrian Putina,https://www.kaggle.com/anrputina,expert,0,1,1,1323
ruai,https://www.kaggle.com/ruai00,expert,0,6,6,1322
Giovanni,https://www.kaggle.com/johncandido,master,1,10,7,1322
TomM,https://www.kaggle.com/tommontroy,expert,0,5,3,1322
emolson,https://www.kaggle.com/emolson,master,2,3,1,1321
Diangu Xie,https://www.kaggle.com/xdg988,expert,0,2,0,1321
Matt,https://www.kaggle.com/mattvonrohr,master,1,5,8,1320
JZ,https://www.kaggle.com/jzaratie,expert,0,2,1,1319
RakhmatullinSergei,https://www.kaggle.com/serzzh,expert,0,0,2,1319
Yaning Zhong,https://www.kaggle.com/yaningzhong,expert,0,1,1,1317
Cedric Gouy-Pailler,https://www.kaggle.com/cedricgp,master,2,8,4,1315
watszo,https://www.kaggle.com/watszo,expert,0,1,1,1315
sanjeethjveigas,https://www.kaggle.com/sanjeeth,expert,0,0,2,1315
Skander Hadj Romdhan,https://www.kaggle.com/skanderhadjromdhan,expert,0,2,1,1314
ruik,https://www.kaggle.com/ruiknemui,expert,0,2,2,1311
flashnik,https://www.kaggle.com/flashnik,expert,0,1,6,1309
Michal Rho,https://www.kaggle.com/romaniukm,master,1,3,0,1309
Sanjayan PS,https://www.kaggle.com/spsanps,expert,0,1,1,1308
Misha Zhukov,https://www.kaggle.com/mishazhukov,expert,0,0,2,1308
Yiming Cai,https://www.kaggle.com/yimingcaiquantum,expert,0,1,1,1308
Boris Silantev,https://www.kaggle.com/silantev,expert,0,1,1,1308
Major Ye,https://www.kaggle.com/yourjiebro,expert,0,2,0,1306
Aakash,https://www.kaggle.com/aakashdeep,expert,0,0,2,1305
devkihyun,https://www.kaggle.com/devkihyun,expert,0,2,0,1305
rmarko,https://www.kaggle.com/rmarko,expert,0,2,0,1303
Konstantin Chernis,https://www.kaggle.com/konarkcher,expert,0,2,0,1303
Artur Ilichev,https://www.kaggle.com/lightingale,expert,0,2,0,1303
Linchao Zhu,https://www.kaggle.com/ffmpbgrnn,expert,1,0,1,1301
Alvira,https://www.kaggle.com/alvira12,expert,0,2,1,1299
tongshiwei,https://www.kaggle.com/tongshiwei,expert,0,1,1,1299
johnsonav,https://www.kaggle.com/johnsonav,expert,0,6,1,1297
CalmeToi,https://www.kaggle.com/poiss0nriot,expert,0,2,1,1297
Jayasimha Reddy,https://www.kaggle.com/jayasimhareddy,expert,0,1,1,1297
saurk,https://www.kaggle.com/zsaurk,master,1,2,7,1296
FreedomToWin,https://www.kaggle.com/rkotwani,expert,0,0,2,1296
PaulKochetkoff,https://www.kaggle.com/pashna,expert,0,1,1,1294
Henryk,https://www.kaggle.com/henrykmichalewski,master,1,3,0,1293
Niklas Köhler,https://www.kaggle.com/niklaskoehler,master,3,3,0,1292
Vyom Bani,https://www.kaggle.com/banivyom,expert,0,0,2,1292
Tudor Morosan,https://www.kaggle.com/tudor1m,expert,0,0,3,1290
rubenvdgeer,https://www.kaggle.com/rvdgeer,expert,1,1,1,1290
Alexandr,https://www.kaggle.com/byrsa92,expert,0,2,2,1287
Chenle Li,https://www.kaggle.com/honorin,expert,0,1,1,1286
zcjcome,https://www.kaggle.com/zcj131143440,expert,0,2,0,1286
Dog W,https://www.kaggle.com/yilin10,expert,1,1,0,1285
SRT,https://www.kaggle.com/tavildar,expert,0,2,0,1282
QingYuan,https://www.kaggle.com/yuanqing,expert,0,2,0,1282
Alexandre Sauvé,https://www.kaggle.com/asauve,expert,0,1,1,1282
Anton Kuijer,https://www.kaggle.com/antonk,expert,0,2,0,1280
Jason Sumpter,https://www.kaggle.com/jasonsumpter,expert,0,3,1,1279
Yang Yu,https://www.kaggle.com/popyy0101,master,1,2,2,1279
Maggie Zhou,https://www.kaggle.com/maggiezhou,expert,0,1,3,1278
wangkun520,https://www.kaggle.com/wangkun520,expert,0,0,2,1278
JasonYang,https://www.kaggle.com/jasonyangphoto,expert,0,1,1,1277
Jose Javier Costa,https://www.kaggle.com/jjcosta,expert,0,1,1,1275
Misam Abbas,https://www.kaggle.com/misamabbas,expert,0,4,0,1274
Dreamful Eyes,https://www.kaggle.com/vrsb2006,expert,0,0,2,1274
aintnosunshine,https://www.kaggle.com/s4sarath,expert,0,2,0,1273
EHMO,https://www.kaggle.com/ehsanmohebi,expert,0,1,1,1273
mengmengyong,https://www.kaggle.com/mengmengyong,master,4,0,0,1272
pist,https://www.kaggle.com/pistnick,expert,0,2,2,1272
Bruce Tilton,https://www.kaggle.com/notsorandomforest,expert,0,1,2,1270
Joel Lee,https://www.kaggle.com/jzerox2,expert,0,1,1,1270
Xiaofeifei,https://www.kaggle.com/xiaofeifei,expert,0,1,3,1270
infinex,https://www.kaggle.com/yongjie,expert,0,1,1,1269
Dzmitry Seviarynets,https://www.kaggle.com/dimastij,master,1,2,2,1269
Blind shot,https://www.kaggle.com/newintown,expert,0,3,0,1269
firolino,https://www.kaggle.com/firolino,expert,0,3,1,1268
Oleg Orlovsky,https://www.kaggle.com/theskywe,expert,0,2,0,1268
Changtao Hou,https://www.kaggle.com/happyphonon,expert,0,1,2,1266
Max Karachun,https://www.kaggle.com/maxkarachun,expert,0,1,1,1266
ziqi,https://www.kaggle.com/hejuan,expert,0,0,2,1266
Masahiro Sakai,https://www.kaggle.com/msakai,expert,1,0,1,1264
jackkwok,https://www.kaggle.com/jackkwok,expert,0,0,2,1264
Boris Filippov,https://www.kaggle.com/frenzykryger,expert,0,0,2,1264
Gian12,https://www.kaggle.com/gian12,expert,0,0,2,1264
Ilya,https://www.kaggle.com/zhukov,expert,0,7,4,1263
FeiYee,https://www.kaggle.com/fffeiyee,expert,0,1,1,1263
Prakul,https://www.kaggle.com/prakulm,expert,1,1,0,1262
Terje,https://www.kaggle.com/terje62,expert,0,1,1,1261
Guido Zuidhof,https://www.kaggle.com/gzuidhof,master,2,0,2,1260
Xingzhong Du,https://www.kaggle.com/redflack,expert,0,0,3,1259
Mudassir,https://www.kaggle.com/mudassirkhan19,expert,0,0,2,1259
Benjamin Bossan,https://www.kaggle.com/benjaminbossan,master,1,3,2,1257
domie,https://www.kaggle.com/domie21,expert,0,0,2,1255
Peyman Mashhadi,https://www.kaggle.com/peeyman,expert,0,3,0,1253
TakeshiMiyauchi,https://www.kaggle.com/takeshimiyauchi,expert,1,0,1,1253
Adil Zouitine,https://www.kaggle.com/adilztn,expert,0,1,2,1253
Dondon2019,https://www.kaggle.com/dondon2019,expert,0,1,1,1253
Inoddy,https://www.kaggle.com/matlab,expert,0,6,7,1252
WangDong,https://www.kaggle.com/xyq676419,expert,1,1,0,1251
Hamed Seyed-allaei,https://www.kaggle.com/pinocchio,expert,0,3,6,1250
Alexander Radionov,https://www.kaggle.com/alexradionov,expert,1,0,1,1247
Bibimoune,https://www.kaggle.com/bibimounemohamed,master,2,1,1,1246
Raghuram Reddy,https://www.kaggle.com/raghuram87,expert,0,2,1,1246
Regis A. Ely,https://www.kaggle.com/regisely,expert,1,0,1,1246
Chi Zhang,https://www.kaggle.com/zhangchi9,expert,0,0,2,1246
Victor Leontyev,https://www.kaggle.com/vleontyev,expert,0,0,3,1244
Tian Xi,https://www.kaggle.com/tianxi,expert,0,0,2,1244
Daniel Lavery,https://www.kaggle.com/dplavery92,expert,1,1,0,1243
Chuck Cho,https://www.kaggle.com/chuckcho,expert,0,2,0,1242
Yuchin Juan,https://www.kaggle.com/guestwalk,master,4,0,0,1241
mandora,https://www.kaggle.com/wschin,master,4,0,0,1241
kazetof,https://www.kaggle.com/kazetof,expert,0,0,2,1241
tsing,https://www.kaggle.com/vtsing,master,1,3,3,1240
dragonfly90217,https://www.kaggle.com/dragonfly90217,expert,1,0,1,1240
thenx,https://www.kaggle.com/thenx00,expert,0,2,7,1238
liannan,https://www.kaggle.com/liannan2016,expert,0,1,1,1238
nukappa,https://www.kaggle.com/nukappa,expert,0,1,3,1235
sanitas,https://www.kaggle.com/hokuhoku7,expert,0,1,1,1234
André Castilla,https://www.kaggle.com/andrecastilla,expert,0,0,2,1233
Jessica dos Santos,https://www.kaggle.com/jessicasantos,expert,0,0,2,1233
Fernanda Wanderley,https://www.kaggle.com/nandaw,expert,0,0,2,1233
zhichaozhao,https://www.kaggle.com/convolutional,expert,0,0,2,1231
xing zhao,https://www.kaggle.com/xingzhao,grandmaster,5,4,2,1229
ShortBusDataScience,https://www.kaggle.com/hansolo,expert,0,1,1,1229
Rafał Poświata,https://www.kaggle.com/rafalposwiata,expert,0,1,1,1228
lunghino,https://www.kaggle.com/kennethhesse,expert,0,2,0,1227
Eyad Sibai,https://www.kaggle.com/eyadsibai,expert,0,2,0,1226
Nitin,https://www.kaggle.com/nitink12,expert,0,0,2,1226
NguyenThiNgocLinh,https://www.kaggle.com/nguyenthingoclinh,expert,0,0,2,1226
Maxim Milakov,https://www.kaggle.com/milakov,grandmaster,5,1,5,1224
a-bout,https://www.kaggle.com/anbout,expert,0,3,2,1224
Laura Cozma,https://www.kaggle.com/lauracozma,expert,0,1,1,1224
Timothy Rimnac,https://www.kaggle.com/timothyrimnac,expert,0,0,2,1224
Oleg Romanovskyi,https://www.kaggle.com/shedar,expert,0,1,1,1224
Shitian Ni,https://www.kaggle.com/nishitian,expert,0,2,0,1224
maternaj,https://www.kaggle.com/maternaj,master,2,10,7,1223
HawkWang,https://www.kaggle.com/yourwanghao,expert,0,1,1,1223
Mark Konakov,https://www.kaggle.com/mark1985,expert,0,2,0,1223
JamesEverard,https://www.kaggle.com/jinkos,expert,0,2,1,1222
Sergey Lebedev,https://www.kaggle.com/sergeylebedev,expert,0,0,3,1221
Christophe Bourgoin,https://www.kaggle.com/christophebourgoin,expert,0,1,4,1220
ncavallo,https://www.kaggle.com/cavalloni,master,1,2,1,1220
Sushil,https://www.kaggle.com/skumar2007ctae,expert,0,1,1,1220
Shim vui ann,https://www.kaggle.com/shimva,master,1,4,2,1219
LazyGUY,https://www.kaggle.com/nit458,expert,1,0,1,1216
Dmitry Andreev,https://www.kaggle.com/admitry,expert,0,3,0,1215
mortehu,https://www.kaggle.com/mortehu,master,1,0,1,1214
Mahmoud Abdelrasoul,https://www.kaggle.com/mahmouda,expert,0,2,0,1214
just a guy in a garage,https://www.kaggle.com/justaguyinagarage,expert,0,3,2,1213
sword_pen,https://www.kaggle.com/zhangjb,expert,1,1,0,1211
muzifft,https://www.kaggle.com/kun0203,expert,0,2,2,1211
Meng Zhang,https://www.kaggle.com/pizzameng,expert,0,1,1,1211
zhaotxtina,https://www.kaggle.com/zhaotxtina,expert,0,1,1,1211
Phuc Nguyen,https://www.kaggle.com/nguyentranthanhphuc,expert,0,0,2,1211
Saurabh Gupta,https://www.kaggle.com/saustar,expert,0,1,1,1210
aakar,https://www.kaggle.com/aakar19,expert,0,2,1,1210
itdxer,https://www.kaggle.com/itdxer,expert,0,2,1,1209
QuantScientist,https://www.kaggle.com/solomonk,expert,0,1,1,1207
Shinan Xu,https://www.kaggle.com/shianxu,expert,0,2,0,1207
vgng,https://www.kaggle.com/vinhkhuc,master,1,1,3,1205
Sasha Chepurnoi,https://www.kaggle.com/granium,expert,0,0,2,1203
Gábor Melis,https://www.kaggle.com/melisgl,master,3,1,0,1202
roundEgg,https://www.kaggle.com/roundegg,expert,0,1,1,1202
Deargen,https://www.kaggle.com/deepimagine,expert,0,2,0,1202
Akshansh Chahal,https://www.kaggle.com/akshanshchahal,expert,0,2,0,1199
Baser,https://www.kaggle.com/baser12333,expert,0,1,1,1198
Zhaozhi Qian,https://www.kaggle.com/qianzhaozhi,expert,0,1,1,1198
YiwenTang,https://www.kaggle.com/tonytang731,expert,0,1,1,1196
TracyZ,https://www.kaggle.com/jimeiz,expert,0,0,2,1195
Alex Ermolaev,https://www.kaggle.com/ermolushka,expert,0,1,1,1194
Trent,https://www.kaggle.com/trentb,expert,0,4,2,1193
hahaKing,https://www.kaggle.com/qingzewang,expert,0,2,1,1193
ababa,https://www.kaggle.com/ababa83,expert,0,0,2,1193
Shannon McNish,https://www.kaggle.com/smcnish71,expert,0,1,2,1190
Shawn Xiao,https://www.kaggle.com/shawnyxiao,expert,0,1,1,1190
duykhanheiu,https://www.kaggle.com/duykhanheiu,expert,0,0,2,1190
Manuel Díaz,https://www.kaggle.com/manueldiaz,expert,1,0,3,1189
Pavel Cheliapin,https://www.kaggle.com/ungvert,expert,0,0,2,1189
Andrey Gurevich,https://www.kaggle.com/andreygurevich,expert,0,0,2,1188
karimo,https://www.kaggle.com/karimouda,expert,0,2,1,1186
Krzysztof Dziedzic,https://www.kaggle.com/kdziedzic66,master,1,3,1,1186
irinaai,https://www.kaggle.com/irinaai,expert,1,1,0,1185
Lieneke,https://www.kaggle.com/lieneke,expert,1,0,1,1184
Ivan Timoshilov,https://www.kaggle.com/znyksh,expert,1,0,1,1183
Winsty,https://www.kaggle.com/winsty,master,3,2,0,1182
Frederik,https://www.kaggle.com/frederik,expert,0,4,1,1182
germayne,https://www.kaggle.com/germmie,expert,0,2,3,1182
Andrey Kostin,https://www.kaggle.com/camperr,expert,0,1,1,1182
Ragtan@Tokyo,https://www.kaggle.com/tsuneto210,expert,0,0,3,1182
David Maust,https://www.kaggle.com/dmaust,master,1,6,6,1181
Pradeep kumar,https://www.kaggle.com/pradeepa2125,expert,0,0,2,1181
fchollet,https://www.kaggle.com/fchollet,master,3,3,1,1179
PrinceThomas,https://www.kaggle.com/princethomas,expert,0,1,2,1177
Gavin Gray,https://www.kaggle.com/ggngdb,master,1,2,1,1176
nexemjail,https://www.kaggle.com/nexemjail,expert,0,1,2,1176
Liu Jilong,https://www.kaggle.com/liujilong,expert,0,2,0,1176
Calanin,https://www.kaggle.com/papam123,expert,0,1,1,1176
Emilio Simoni,https://www.kaggle.com/emiliocs,expert,0,2,4,1175
APS,https://www.kaggle.com/pararols,expert,0,1,1,1174
EthanSun,https://www.kaggle.com/cjgcjgcjg,expert,0,1,1,1174
Adam,https://www.kaggle.com/adamhusein,master,1,5,2,1173
MichaelYin,https://www.kaggle.com/michaelyin,expert,0,1,1,1172
shinji suzuki,https://www.kaggle.com/shinzis,expert,0,2,1,1172
TaoL,https://www.kaggle.com/lingtop,expert,0,0,3,1171
Ft Zhang,https://www.kaggle.com/buaack,expert,0,2,1,1170
toka,https://www.kaggle.com/orakottt,expert,0,1,1,1170
Nick Garcia,https://www.kaggle.com/nixvirus,expert,0,2,0,1167
RobertColeman,https://www.kaggle.com/rdcolema,expert,0,0,2,1167
Yuji Oshima,https://www.kaggle.com/yujioshima,expert,0,0,2,1167
Keven Wang,https://www.kaggle.com/theone4ever,expert,0,1,1,1166
Fred Wisser,https://www.kaggle.com/fwisser,expert,0,0,2,1165
Dmitrii Borkin,https://www.kaggle.com/hedgehoginfog,expert,0,1,1,1164
Ka'koi,https://www.kaggle.com/ka0607,expert,0,2,0,1160
ajnisbet,https://www.kaggle.com/ajnisbet,expert,0,2,1,1159
maciejk,https://www.kaggle.com/maciejk,master,2,1,0,1159
joostgp,https://www.kaggle.com/joostgp,expert,1,1,3,1159
Ting Ting Liu,https://www.kaggle.com/tingtingl,expert,0,0,3,1159
Xinqiang Ding,https://www.kaggle.com/negelis,expert,0,1,1,1157
wintershw,https://www.kaggle.com/wintershw,expert,0,2,1,1155
BOSS,https://www.kaggle.com/bossatfeg,expert,0,2,3,1154
wenliangtlh,https://www.kaggle.com/wenliangtlh,expert,0,2,1,1153
Sheng Guo,https://www.kaggle.com/anyezijue49,expert,0,1,1,1153
Ferz,https://www.kaggle.com/ferz2015,expert,0,0,3,1153
Tomo,https://www.kaggle.com/tmnwatanab,expert,0,1,2,1153
Ponravit S.,https://www.kaggle.com/pan20738,expert,0,2,0,1153
sedielem,https://www.kaggle.com/sedielem,master,3,1,1,1151
CodeBender,https://www.kaggle.com/codebender,expert,0,1,1,1151
peaRrrr,https://www.kaggle.com/pearrr,expert,0,1,1,1151
Cogitae _ Thomas Soumarmon,https://www.kaggle.com/cogitae,expert,0,2,2,1151
Dang-Khoa Le Tan,https://www.kaggle.com/dangkhoasdc,expert,0,1,2,1150
Mind Rank,https://www.kaggle.com/thisisalpha,expert,0,2,1,1150
Ro Bin,https://www.kaggle.com/rsenge,expert,0,1,2,1149
Marcelo Romero,https://www.kaggle.com/marcelotromero,expert,0,1,1,1149
Jackling_Gu,https://www.kaggle.com/jacklinggu,expert,0,1,1,1148
ML,https://www.kaggle.com/eyalis,expert,0,2,0,1147
Leonid Verkhovtsev,https://www.kaggle.com/leoromanovich,expert,0,2,0,1147
Valeriy Ischenko,https://www.kaggle.com/valeriyischenko,expert,0,3,1,1145
Duc-Kinh Le Tran,https://www.kaggle.com/letranduckinh,expert,0,2,2,1143
Valerii Dolgushin,https://www.kaggle.com/vehemenas,expert,0,0,2,1143
udibr,https://www.kaggle.com/udibr1,master,2,3,1,1142
Rob Rasmussen,https://www.kaggle.com/robrasmussen,expert,0,2,0,1141
Artem Erokhin,https://www.kaggle.com/ggofat,expert,0,2,0,1141
Anvar Kodirov,https://www.kaggle.com/kodanv,expert,0,1,2,1140
frankle muchahary,https://www.kaggle.com/franklemuchahary,expert,0,0,2,1139
Enric Corona,https://www.kaggle.com/enriccorona,expert,0,1,2,1138
No more overfitting,https://www.kaggle.com/ngoquochung,expert,0,3,2,1138
xeonariym,https://www.kaggle.com/xeonariym,expert,0,1,1,1137
Maxim Shalankin,https://www.kaggle.com/mshalankin,expert,0,1,1,1137
NguyenHoangMyLinh,https://www.kaggle.com/mylinh123,expert,0,0,2,1136
Long Nguyen,https://www.kaggle.com/longnguyen,master,1,4,5,1135
Tyler Harmon,https://www.kaggle.com/weretew,expert,0,1,1,1135
Mathis Antony,https://www.kaggle.com/sveitser,master,1,4,0,1134
sswt,https://www.kaggle.com/savvok,expert,0,3,1,1134
ChandanPanda,https://www.kaggle.com/chandanpanda2006,expert,0,1,2,1134
Nik K,https://www.kaggle.com/nikitos4319,expert,0,0,2,1134
dreamer,https://www.kaggle.com/lclpku,expert,0,1,5,1133
Katie Li,https://www.kaggle.com/katieli16,expert,0,1,1,1133
モブ,https://www.kaggle.com/lxykaggle,expert,0,1,1,1133
CarrDelling,https://www.kaggle.com/carrdelling,expert,0,2,1,1131
Mark Ripma,https://www.kaggle.com/mpresearch,expert,0,1,2,1130
Anton Kiselev,https://www.kaggle.com/strawberrypie,expert,0,1,1,1130
Shadow,https://www.kaggle.com/zangyangguang,expert,0,0,2,1129
Humi Xu,https://www.kaggle.com/xuxm0208,expert,0,0,2,1129
wittmaan,https://www.kaggle.com/wittmaan,expert,0,0,2,1127
HuyenNguyen,https://www.kaggle.com/huyenvyvy,expert,0,0,2,1127
qbit271,https://www.kaggle.com/qbit271,expert,0,2,1,1127
Rahul Sharma,https://www.kaggle.com/rahulsharma110495,expert,0,0,2,1127
labh111349,https://www.kaggle.com/deepaklabh,expert,0,1,1,1126
RagnarLodbrok,https://www.kaggle.com/codrut,expert,0,1,2,1126
Pedro Marrero Fernández,https://www.kaggle.com/pedrodiamel,expert,0,0,3,1126
tivoli2,https://www.kaggle.com/tivoli2,expert,0,1,1,1126
Stanislav Sopov,https://www.kaggle.com/stsopov,expert,0,2,2,1125
social outcast,https://www.kaggle.com/vladimirmerkulov,expert,0,1,3,1124
Saibal,https://www.kaggle.com/dakindia,expert,0,0,3,1124
z_fuller,https://www.kaggle.com/zfuller,expert,0,1,1,1124
Hang Nguyen,https://www.kaggle.com/hangntt,expert,0,2,0,1124
Tat Dat,https://www.kaggle.com/totatdat,expert,0,2,0,1124
Anthony Bell,https://www.kaggle.com/bellar,master,1,2,4,1122
viredery,https://www.kaggle.com/viredery,expert,0,4,0,1122
lazurite,https://www.kaggle.com/lazurite,expert,0,1,1,1122
Massimiliano,https://www.kaggle.com/massimilianom,expert,0,2,2,1121
tom barkley,https://www.kaggle.com/tombarkley585,expert,0,0,2,1121
Buus,https://www.kaggle.com/buabua,expert,0,3,0,1120
ZYZ,https://www.kaggle.com/tianji,expert,0,1,1,1120
Dennis Svedberg,https://www.kaggle.com/dennissv,expert,0,1,2,1120
Laurent,https://www.kaggle.com/laurent75,expert,0,1,1,1120
Adhir Badul,https://www.kaggle.com/adhirb,expert,0,2,5,1118
Nirupam Kar,https://www.kaggle.com/nirupamkar,expert,0,1,3,1118
Moustafa Alzantot,https://www.kaggle.com/malzantot,expert,1,1,0,1117
Chedy,https://www.kaggle.com/chedyraissi,master,1,2,0,1117
OE,https://www.kaggle.com/tvisyn,expert,0,1,2,1116
Subhajit Mandal,https://www.kaggle.com/mandalsubhajit,master,1,2,6,1115
Analytics Insight,https://www.kaggle.com/mokeyev,expert,1,1,2,1115
x2x4x8,https://www.kaggle.com/x2x4x8,master,3,0,0,1112
Danai Avgerinou,https://www.kaggle.com/danavg,expert,0,0,2,1112
Scotty,https://www.kaggle.com/scottykwok,expert,0,2,0,1111
Aljaž,https://www.kaggle.com/aljaz91,expert,0,1,2,1111
roylei,https://www.kaggle.com/roylei,expert,0,2,0,1110
Takanori_N,https://www.kaggle.com/tchristophern,expert,0,0,2,1110
Wind Bear,https://www.kaggle.com/yangyang,expert,0,2,3,1109
Ivan Chernukha,https://www.kaggle.com/merryhunter,expert,0,0,2,1109
Travis Harper,https://www.kaggle.com/seaofinfo,expert,0,1,1,1109
Oleksii Renov,https://www.kaggle.com/oleksiirenov,master,1,4,5,1108
banana,https://www.kaggle.com/bananamashine,expert,0,1,1,1108
Miha Pelko,https://www.kaggle.com/mpelko,expert,1,1,0,1107
swkeemink,https://www.kaggle.com/swkeemink,expert,1,1,0,1107
Martino,https://www.kaggle.com/martopix,expert,1,1,0,1107
Liangkai Zhang,https://www.kaggle.com/lzhang57,expert,0,2,0,1107
xyjia,https://www.kaggle.com/xyjia123,expert,0,1,2,1107
Feiliu Hu,https://www.kaggle.com/amnesiac337,expert,0,2,0,1107
Kinetik,https://www.kaggle.com/kinetik,expert,0,0,3,1105
Guenter Zengerle,https://www.kaggle.com/guenterzengerle,expert,0,0,2,1104
Duo Zeng,https://www.kaggle.com/dofuer1989,expert,0,1,2,1102
Adil Moujahid,https://www.kaggle.com/adilmouja,master,1,0,3,1100
masterLiu,https://www.kaggle.com/masterliu,expert,0,1,2,1100
BenCopeland,https://www.kaggle.com/bencopeland,expert,0,1,1,1099
Daniel lau,https://www.kaggle.com/liuchuanloong,expert,0,2,0,1099
Charly B.,https://www.kaggle.com/cbitton,master,1,0,2,1098
Arno Candel,https://www.kaggle.com/arnocandel,master,1,2,3,1098
Yann-Aël Le Borgne,https://www.kaggle.com/yannael,expert,0,2,3,1097
Mikhail Pershin,https://www.kaggle.com/pershinmr,expert,1,1,1,1094
chronos,https://www.kaggle.com/kg2irq13,expert,0,4,1,1094
pvp,https://www.kaggle.com/polina01,expert,0,1,2,1094
HL5240,https://www.kaggle.com/hl5240,expert,0,3,0,1093
fhiroki,https://www.kaggle.com/fhiroki,expert,0,0,2,1093
Christopher Torres-Lugo,https://www.kaggle.com/christorreslugo,expert,0,1,2,1092
Yoka,https://www.kaggle.com/yoka33,expert,0,1,1,1092
Andrei Gheorghiu,https://www.kaggle.com/andreigheorghiu,expert,0,0,2,1092
Cory Binnersley,https://www.kaggle.com/binnersley,expert,0,0,2,1090
slimper,https://www.kaggle.com/slimper,expert,0,2,2,1089
Luke Plewa,https://www.kaggle.com/lplewa,expert,0,1,3,1089
GooDooDoo,https://www.kaggle.com/junwang4,expert,0,3,2,1088
Vladislav Marchevskiy,https://www.kaggle.com/comratvlad,expert,0,0,2,1088
gravix,https://www.kaggle.com/gravix,expert,0,0,2,1086
Daiya Mita,https://www.kaggle.com/daiyamita,expert,0,0,2,1085
琴棋书画,https://www.kaggle.com/dq529226967,expert,0,1,2,1085
Willem Mestrom,https://www.kaggle.com/wmestrom,master,4,2,1,1084
ATS,https://www.kaggle.com/alextselikov,expert,0,1,3,1083
Zehai,https://www.kaggle.com/zehaiwang,expert,0,2,0,1083
Arkadeep Adhikari,https://www.kaggle.com/merlin101,expert,0,0,3,1082
Charles Jansen,https://www.kaggle.com/cjansen,expert,0,0,4,1082
Paul,https://www.kaggle.com/deveaup,expert,0,2,0,1080
Abhimanyu Dikshit,https://www.kaggle.com/abhimanyud,expert,0,2,0,1080
Benjamin Chu,https://www.kaggle.com/stegben,expert,0,1,5,1079
Anton Laptiev,https://www.kaggle.com/anton79,master,1,2,4,1079
Yuan,https://www.kaggle.com/yuanhuang0122,expert,0,2,1,1078
Kun Chen,https://www.kaggle.com/kchen0228,expert,0,2,1,1078
Aditya Vyas,https://www.kaggle.com/aditya1702,expert,0,0,2,1076
LonglongJing,https://www.kaggle.com/longlongjing,expert,0,2,1,1076
GoTo95,https://www.kaggle.com/goto95,expert,0,0,2,1075
Eu Jin Lok,https://www.kaggle.com/ejlok1,grandmaster,13,3,1,1074
Nissim Matatov,https://www.kaggle.com/snassimr,expert,0,2,1,1074
Krish Mahajan,https://www.kaggle.com/krishmahajan,expert,0,0,2,1074
Grudniu.K,https://www.kaggle.com/grudniu,expert,0,4,1,1074
Stanwar,https://www.kaggle.com/stanwar,expert,0,2,1,1074
Taufik Adi Nugraha,https://www.kaggle.com/taufikadi,expert,0,2,0,1073
tomer,https://www.kaggle.com/tomers1984,expert,0,2,1,1071
KulikAlex,https://www.kaggle.com/kulkalex,expert,0,0,2,1071
zumitan,https://www.kaggle.com/tazunao,expert,0,0,2,1070
Turing,https://www.kaggle.com/ivallesp,expert,0,3,0,1069
Chris Barcelon,https://www.kaggle.com/cbarcelon,expert,0,2,1,1069
AiRust [ods.ai],https://www.kaggle.com/rustam,expert,0,0,2,1068
hongxiaofeng,https://www.kaggle.com/hongxiaofeng,expert,0,0,2,1068
Desheng Lin,https://www.kaggle.com/pythoner22,expert,0,1,1,1068
*Ukiiiiiii,https://www.kaggle.com/jarkeyyou,expert,0,2,0,1065
HuangGX,https://www.kaggle.com/blackmoons,expert,0,0,2,1065
Paolo Vigori,https://www.kaggle.com/paolovigori,expert,0,0,3,1064
Iwan Groźny,https://www.kaggle.com/miwanowski,master,2,0,0,1064
clzsanjose,https://www.kaggle.com/alexucb,expert,0,1,3,1064
Carlos Oliveira,https://www.kaggle.com/coliveira85,expert,0,1,1,1063
Sean,https://www.kaggle.com/uchihasean,expert,0,1,1,1063
Yucheng Lu,https://www.kaggle.com/fareise,expert,0,1,1,1060
Valentyn Vaityshyn,https://www.kaggle.com/vvai00,expert,0,0,2,1060
Dariia Hordiiuk,https://www.kaggle.com/dariia,expert,0,1,1,1059
Siddharth,https://www.kaggle.com/siddharthvashishth,expert,0,3,1,1058
liwzhi,https://www.kaggle.com/liwzhi,expert,0,1,1,1058
Solomon,https://www.kaggle.com/solomonleung,expert,0,0,2,1058
nrcjea001,https://www.kaggle.com/nrcjea001,expert,0,2,0,1058
ailurus,https://www.kaggle.com/ailurus1991,expert,0,1,1,1058
Alexander Lifanov,https://www.kaggle.com/alifanov,expert,0,1,2,1058
Bulat Useinov,https://www.kaggle.com/buseinov,expert,0,0,3,1058
lancerts,https://www.kaggle.com/lancerts,expert,0,2,3,1057
xxxxgggg,https://www.kaggle.com/wanggrun,expert,1,1,1,1057
xbf,https://www.kaggle.com/xbf6xbf,expert,0,2,1,1054
