Name,Profile,Tier,Gold,Silver,Bronze,Points
DDgg,https://www.kaggle.com/tobikaggle,expert,0,1,7,22
lewis,https://www.kaggle.com/cartographic,expert,0,3,6,22
Amit Kumar Jaiswal,https://www.kaggle.com/amitkumarjaiswal,expert,0,0,5,22
Laurae,https://www.kaggle.com/laurae2,expert,0,4,6,22
interneuron,https://www.kaggle.com/interneuron,expert,0,0,6,22
Sandeep Pattanayak,https://www.kaggle.com/sandeeppat,expert,0,0,5,22
Shaik Mohammad Nazeer,https://www.kaggle.com/mohammadnazeer,expert,0,0,5,22
Justfor,https://www.kaggle.com/justfor,expert,0,4,2,21
VivekMangipudi,https://www.kaggle.com/stansilas,expert,0,1,14,21
Kueipo H.,https://www.kaggle.com/kueipo,expert,1,2,3,21
AnuragNegi,https://www.kaggle.com/anuragnegi,expert,0,0,5,21
Marcel Spitzer,https://www.kaggle.com/msp48731,expert,1,1,3,20
s3nh,https://www.kaggle.com/damianpanek,expert,0,2,9,20
arma deger.mut,https://www.kaggle.com/armamut,expert,0,3,2,20
Sang-eon Park,https://www.kaggle.com/caicell,expert,0,1,6,20
HaimFeldman,https://www.kaggle.com/haimfeld87,expert,0,1,6,20
Eryk Walczak,https://www.kaggle.com/erykwalczak,expert,0,2,3,19
Newmenji Jose Patris,https://www.kaggle.com/jpnewmenji,expert,0,0,8,19
Ethan Sukhyun Hong,https://www.kaggle.com/sukhyun9673,expert,0,0,7,19
Alexander Butakov,https://www.kaggle.com/acbutakov,expert,0,0,5,19
Enrique Pérez Herrero,https://www.kaggle.com/enrique1500,expert,1,0,6,18
Teza,https://www.kaggle.com/tejasrinivas,expert,0,2,4,18
danieleewww,https://www.kaggle.com/danieleewww,expert,0,0,5,18
BenjaminLott,https://www.kaggle.com/benjaminlott,expert,0,1,14,18
ievgen,https://www.kaggle.com/ievgenvp,expert,0,1,6,18
Abigail Larion,https://www.kaggle.com/abigaillarion,expert,1,1,4,18
Ritesh Saluja,https://www.kaggle.com/ritesaluja,expert,0,0,5,18
Yohan,https://www.kaggle.com/yohanb,expert,0,1,7,18
Michael Johnson,https://www.kaggle.com/mistermichael,expert,0,0,6,18
Jason Duncan-Wilson,https://www.kaggle.com/jasonduncanwilson,expert,0,1,4,18
Vijay Bhati,https://www.kaggle.com/vj1998,expert,0,0,7,18
Triskelion,https://www.kaggle.com/triskelion,expert,1,4,7,17
Evan Miller,https://www.kaggle.com/evanmiller,expert,0,0,6,17
VamsiKrishna,https://www.kaggle.com/vamsikrishna,expert,0,2,4,17
MuhammedBuyukkinaci,https://www.kaggle.com/mbkinaci,expert,0,0,6,17
Kanav Anand,https://www.kaggle.com/kanav0183,expert,0,1,7,17
Uddeshya Singh,https://www.kaggle.com/uds5501,expert,0,0,5,17
Rupesh Sreeraman,https://www.kaggle.com/rupeshs,expert,0,0,5,17
Muhammed Emin Tetik,https://www.kaggle.com/metetik,expert,0,0,5,17
Alihan Tabak,https://www.kaggle.com/alihantabak,expert,0,0,5,17
Ramesh Sharma,https://www.kaggle.com/jian1201,expert,0,0,5,17
Bluefool,https://www.kaggle.com/domcastro,expert,0,0,10,16
MrOoijer,https://www.kaggle.com/mrooijer,expert,0,1,5,16
Jared Turkewitz,https://www.kaggle.com/jturkewitz,expert,1,0,4,16
Aditya Vyas,https://www.kaggle.com/aditya1702,expert,0,1,4,16
Nishant,https://www.kaggle.com/nksingh673,expert,0,2,3,16
Chin Ee Kin,https://www.kaggle.com/dicksonchin93,expert,0,0,7,16
Graeme Keleher,https://www.kaggle.com/graeme16161,expert,0,0,7,16
Simran Sinha,https://www.kaggle.com/simransinha5514,expert,0,0,5,16
Lem Ko,https://www.kaggle.com/lemonkoala,expert,0,0,5,15
Ritesh Sinha,https://www.kaggle.com/riteshsinha,expert,0,0,6,15
Arseny Kravchenko,https://www.kaggle.com/arsenyinfo,expert,0,3,2,15
tkm2261,https://www.kaggle.com/tkm2261,expert,0,0,5,15
Ibad Ur Rahman,https://www.kaggle.com/ibadia,expert,0,1,4,15
Bionic,https://www.kaggle.com/josephgpinto,expert,0,0,8,15
RanLiu,https://www.kaggle.com/ranliu,expert,0,1,4,15
richarde,https://www.kaggle.com/richarde,expert,0,0,5,15
AmberThomas,https://www.kaggle.com/amberthomas,expert,0,3,2,15
James Tollefson,https://www.kaggle.com/jamestollefson,expert,0,2,4,15
clustifier,https://www.kaggle.com/clustifier,expert,0,2,4,14
Tom Stewart,https://www.kaggle.com/srlmayor,expert,0,1,4,14
wolfgang,https://www.kaggle.com/wolfgangb33r,expert,0,0,7,14
SAN,https://www.kaggle.com/nikitsoftweb,expert,0,0,6,14
Akhilesh Rai,https://www.kaggle.com/akhileshrai003,expert,0,0,5,14
Shabbir,https://www.kaggle.com/shabbrikhan0015,expert,0,0,6,14
Nick Sarris,https://www.kaggle.com/misfyre,expert,0,2,3,13
SathviSiva,https://www.kaggle.com/sathvisiva,expert,0,0,6,13
jmbull,https://www.kaggle.com/jmbull,expert,0,1,4,13
Anurag Sharma,https://www.kaggle.com/anu0012,expert,0,0,6,13
msjgriffiths,https://www.kaggle.com/msjgriffiths,expert,1,1,7,12
amaia,https://www.kaggle.com/aamaia,expert,0,1,8,12
Jay Talati,https://www.kaggle.com/jaytalati87,expert,0,0,5,12
Pratik Mirani,https://www.kaggle.com/pratikmirani,expert,0,0,5,12
MuP62,https://www.kaggle.com/mukesh62,expert,0,1,4,12
Willie Liao,https://www.kaggle.com/willieliao,expert,0,2,8,11
mlandry,https://www.kaggle.com/mlandry,expert,1,2,7,11
JeffH,https://www.kaggle.com/jeffhebert,expert,0,2,11,11
Swaroop Kallakuri,https://www.kaggle.com/ksjpswaroop,expert,0,0,7,11
Shikhar,https://www.kaggle.com/shikhar1,expert,0,1,4,11
remidi,https://www.kaggle.com/remidi,expert,0,1,4,11
Øystein Schønning-Johansen,https://www.kaggle.com/oysteijo,expert,0,1,6,11
Alexandre Barachant,https://www.kaggle.com/alexandrebarachant,expert,0,3,2,10
Devin Anzelmo,https://www.kaggle.com/devinanzelmo,expert,0,1,4,10
YuYangLiu,https://www.kaggle.com/c34klh123,expert,0,0,5,10
SchoolPal,https://www.kaggle.com/schoolpal,expert,0,1,5,10
Nishank Magoo,https://www.kaggle.com/nishankmagoo,expert,0,0,5,10
Mehdi,https://www.kaggle.com/mnoori,expert,0,0,5,10
Marcin Pękalski,https://www.kaggle.com/mpekalski,expert,0,0,5,9
Subhajit Mandal,https://www.kaggle.com/mandalsubhajit,expert,0,1,4,9
ironbar,https://www.kaggle.com/ironbar,expert,0,1,4,9
shubh24,https://www.kaggle.com/shubh24,expert,0,0,9,9
ArjoonnSharma,https://www.kaggle.com/arjoonn,expert,0,1,5,9
Ujjwal,https://www.kaggle.com/ujjwal9,expert,0,0,5,9
NxGTR,https://www.kaggle.com/carloshuertas,expert,0,0,6,8
Max Philipp,https://www.kaggle.com/maxphilipp,expert,0,0,9,8
Mubashir M,https://www.kaggle.com/mubashir44,expert,0,0,5,8
E-M-A-D,https://www.kaggle.com/etakla,expert,0,0,5,7
Ed King,https://www.kaggle.com/kinguistics,expert,0,0,5,7
Ronald Troncoso,https://www.kaggle.com/ronaldtroncoso20,expert,0,0,5,6
ShashankBhushan,https://www.kaggle.com/monkeydunkey,expert,0,0,5,5
Kostya Bahshetsyan,https://www.kaggle.com/kostyabahshetsyan,expert,0,0,4,5
wacax,https://www.kaggle.com/wacaxx,expert,0,0,5,4
Ben Watson,https://www.kaggle.com/benwatson,expert,0,0,5,4
Soumitra Agarwal,https://www.kaggle.com/artimous,expert,0,0,7,4
Ronin,https://www.kaggle.com/rdslater,expert,0,0,5,4
Kate,https://www.kaggle.com/katerynad,expert,0,0,4,4
VirgoData,https://www.kaggle.com/virgodata,expert,0,0,5,4
MHA,https://www.kaggle.com/hamzaashraf,expert,0,0,5,4
David Chudzicki,https://www.kaggle.com/dchudz,expert,0,0,7,3
