Name,Profile,Tier,Gold,Silver,Bronze,Points
Ilya Khristoforov,https://www.kaggle.com/darbin,expert,1,4,168,108
kxx,https://www.kaggle.com/kailex,expert,1,4,160,108
Endi Niu,https://www.kaggle.com/niuddd,expert,3,7,63,108
Bo Peng,https://www.kaggle.com/bopengiowa,expert,0,4,88,108
Jie Lu,https://www.kaggle.com/jielu0728,expert,1,4,46,108
Kostiantyn Isaienkov,https://www.kaggle.com/isaienkov,expert,4,5,48,108
Siddharth Yadav,https://www.kaggle.com/thebrownviking20,expert,1,6,231,108
anttip,https://www.kaggle.com/anttip,expert,11,21,95,107
Ivan Panshin,https://www.kaggle.com/ivanpan,expert,6,9,59,107
Shivam Negi,https://www.kaggle.com/karmashagya44,expert,3,4,78,107
Sanket Parate,https://www.kaggle.com/sanketparate5,expert,0,0,115,107
pete,https://www.kaggle.com/petewills,expert,0,10,105,106
Hamish,https://www.kaggle.com/hamishdickson,expert,2,6,89,106
Meyk,https://www.kaggle.com/meykds,expert,5,12,132,106
marketneutral,https://www.kaggle.com/marketneutral,expert,6,6,88,106
Khairul Islam,https://www.kaggle.com/khairulislam,expert,3,2,71,106
Frank Mollard,https://www.kaggle.com/frankmollard,expert,0,2,92,106
CSD,https://www.kaggle.com/olavomendes,expert,0,4,87,106
kamil,https://www.kaggle.com/kkaczmarek,expert,9,8,50,105
Niharika Pandit,https://www.kaggle.com/niharika41298,expert,0,0,105,104
Amit,https://www.kaggle.com/amit9484,expert,1,4,78,103
Paulo Pinto,https://www.kaggle.com/paulorzp,expert,9,9,91,102
Ekrem Bayar,https://www.kaggle.com/ekrembayar,expert,1,1,129,102
Shize Su,https://www.kaggle.com/sushize,expert,10,6,92,101
Arnaud Roussel,https://www.kaggle.com/arroqc,expert,1,5,64,101
Mehdi Mabrouki,https://www.kaggle.com/mehdimabrouki,expert,1,1,62,101
Vadim Nareyko,https://www.kaggle.com/nareyko,expert,5,3,62,100
Cem Sarıer,https://www.kaggle.com/cemsarier,expert,1,1,90,100
LeonShangguan,https://www.kaggle.com/leonshangguan,expert,6,2,67,100
Oscar Takeshita,https://www.kaggle.com/pliptor,expert,2,11,424,99
Dimosthenis Karaflos,https://www.kaggle.com/dkaraflos,expert,2,11,85,99
Amit Hasan Shuvo,https://www.kaggle.com/amithasanshuvo,expert,1,2,67,99
Thomas Dorfer,https://www.kaggle.com/thomasadorfer,expert,1,1,62,99
BryanB,https://www.kaggle.com/bryanb,expert,1,5,53,98
masoud parpanchi,https://www.kaggle.com/masoudmzb,expert,1,2,101,98
Abhishek Hegde,https://www.kaggle.com/abhishekhegde1998,expert,0,1,83,98
Tom Van de Wiele,https://www.kaggle.com/tvdwiele,expert,7,8,71,97
KeepLearning,https://www.kaggle.com/mathormad,expert,5,9,45,97
InfiniteWing,https://www.kaggle.com/infinitewing,expert,4,13,104,97
yukiya,https://www.kaggle.com/nyleve,expert,2,1,88,97
Hyun woo kim,https://www.kaggle.com/chocozzz,expert,4,3,110,97
Kangbo Lu,https://www.kaggle.com/agilesifaka,expert,0,2,113,97
Stem,https://www.kaggle.com/stemnguyen,expert,0,2,72,97
Arpit falcon,https://www.kaggle.com/arpitfalcon,expert,0,0,81,97
Paras Varshney,https://www.kaggle.com/blurredmachine,expert,1,1,65,96
Bluefool,https://www.kaggle.com/domcastro,master,8,51,494,95
Pritesh Shrivastava,https://www.kaggle.com/priteshshrivastava,expert,1,5,103,95
seefun,https://www.kaggle.com/seefun,expert,4,2,77,95
Satya Muralidhar,https://www.kaggle.com/muralidhar123,expert,0,1,87,95
Somesh Sharma,https://www.kaggle.com/somesh24,expert,0,1,75,95
Niraj,https://www.kaggle.com/nirajpoudel,expert,0,0,95,95
snovik,https://www.kaggle.com/snovik1975,expert,2,7,48,94
charlie_s,https://www.kaggle.com/charlessuhartanto,expert,2,6,63,94
Haythem Tellili,https://www.kaggle.com/haythemtellili5,expert,2,2,54,94
MhdSharuk,https://www.kaggle.com/msharuk589,expert,0,4,68,94
Davide Bonin,https://www.kaggle.com/davidbnn92,expert,0,4,54,94
Chippy,https://www.kaggle.com/nigelcarpenter,expert,9,25,160,93
Dan Ofer,https://www.kaggle.com/danofer,expert,2,5,132,93
Möbius,https://www.kaggle.com/arashnic,expert,5,4,42,93
Prashant Kikani,https://www.kaggle.com/prashantkikani,expert,3,5,112,93
ravi tanwar,https://www.kaggle.com/ravijoe,expert,2,0,89,93
Kyle Peters,https://www.kaggle.com/petersk20,expert,2,9,77,93
Burak Batıbay,https://www.kaggle.com/batibayburak,expert,0,0,124,93
Deepak Deepu,https://www.kaggle.com/deepakdeepu8978,expert,1,5,71,93
Sahid Velji,https://www.kaggle.com/sahidvelji,expert,1,3,53,93
Icaro Freire,https://www.kaggle.com/icarofreire,expert,0,2,85,93
Konstantin Maksimov,https://www.kaggle.com/maksimovka,expert,4,11,38,92
chizhu,https://www.kaggle.com/chizhu2018,expert,5,7,41,92
Susant_Achary,https://www.kaggle.com/susant4learning,expert,0,0,86,92
eagle4,https://www.kaggle.com/chabir,expert,3,8,98,91
Indranil Bhattacharya,https://www.kaggle.com/indranilbhattacharya,expert,2,11,109,91
Humberto Brandão,https://www.kaggle.com/brandao,expert,5,16,125,91
Suraj RP,https://www.kaggle.com/rpsuraj,expert,1,1,73,91
something4kag,https://www.kaggle.com/something4kag,expert,1,5,108,90
Georgii Vyshnia,https://www.kaggle.com/gvyshnya,expert,2,6,189,90
Zhuang Jia,https://www.kaggle.com/jiazhuang,expert,5,6,62,90
Mohamed Rashad,https://www.kaggle.com/rashaddism,expert,0,1,67,90
Amin,https://www.kaggle.com/amiiiney,expert,2,0,51,90
Francisco Escobar,https://www.kaggle.com/franciscoescobar,expert,0,2,87,90
Pratik Asarkar,https://www.kaggle.com/pratikasarkar,expert,0,0,79,89
Nandhu Elango,https://www.kaggle.com/nandhuelan,expert,0,2,66,89
dasmehdixtr,https://www.kaggle.com/dasmehdixtr,expert,0,0,117,89
William Green,https://www.kaggle.com/dskswu,expert,0,5,118,88
Tejash Shah,https://www.kaggle.com/tejashshah,expert,1,0,95,88
Pravin,https://www.kaggle.com/pravinborate,expert,1,1,65,88
Venkat Murali,https://www.kaggle.com/venky12347,expert,0,2,75,87
Dmitry Vorobiev,https://www.kaggle.com/dvorobiev,expert,2,5,59,87
Navin Mundhra,https://www.kaggle.com/navinmundhra,expert,0,1,69,87
Mohamed Abdullah,https://www.kaggle.com/mohamedabdullah,expert,1,1,91,87
Brian Roach,https://www.kaggle.com/broach,expert,0,3,58,86
Ruslan Talipov,https://www.kaggle.com/rooshroosh,expert,3,4,86,86
katsu1110,https://www.kaggle.com/code1110,expert,0,3,65,86
𝒟𝒾𝓂𝑒𝓃𝓈𝒾𝑜𝓃,https://www.kaggle.com/coolcoder22,expert,1,7,51,86
Marie,https://www.kaggle.com/mariapushkareva,expert,0,0,82,86
Nishanth,https://www.kaggle.com/kdnishanth,expert,0,1,80,86
Kush Bhatnagar,https://www.kaggle.com/kushbhatnagar,expert,1,1,73,86
Vijay Gupta,https://www.kaggle.com/vijaygiitk,expert,2,5,58,86
Paweł Jankiewicz,https://www.kaggle.com/paweljankiewicz,expert,8,20,90,85
Faron,https://www.kaggle.com/mmueller,master,25,38,196,85
Mighty Rains,https://www.kaggle.com/mightyrains,expert,0,4,54,85
Srihari Pramod,https://www.kaggle.com/sriharipramod,expert,2,2,124,85
Ken Krige,https://www.kaggle.com/kenkrige,expert,1,3,85,85
PurpleCode_073,https://www.kaggle.com/shadey,expert,0,1,102,85
Abu Noman Md. Sakib,https://www.kaggle.com/anmspro,expert,0,0,78,85
Gaurav kumar,https://www.kaggle.com/gauravindia,expert,0,0,117,85
reigHns,https://www.kaggle.com/reighns,expert,1,3,62,85
Eng/Mohamed Nabil,https://www.kaggle.com/eng0mohamed0nabil,expert,1,1,53,85
Ren,https://www.kaggle.com/ryanzhang,expert,1,16,117,84
James McGuigan,https://www.kaggle.com/jamesmcguigan,expert,0,1,63,84
amrrs,https://www.kaggle.com/nulldata,expert,0,2,180,84
Georgios Sarantitis,https://www.kaggle.com/georsara1,expert,4,5,101,84
Samrat Pandiri,https://www.kaggle.com/samratp,expert,5,5,133,84
Chanran Kim,https://www.kaggle.com/seriousran,expert,3,4,52,84
Anna Novikova,https://www.kaggle.com/demonplus,expert,1,4,106,84
bkkaggle,https://www.kaggle.com/bkkaggle,expert,8,7,50,84
podsyp,https://www.kaggle.com/podsyp,expert,0,1,80,84
Oleg Trott,https://www.kaggle.com/olegtrott,expert,3,8,55,83
Dmytro Poplavskiy,https://www.kaggle.com/dmytropoplavskiy,expert,7,11,40,83
David,https://www.kaggle.com/tivfrvqhs5,expert,7,8,36,83
João Pedro Peinado,https://www.kaggle.com/joaopmpeinado,expert,3,9,45,83
MaChaogong,https://www.kaggle.com/mcggood,expert,2,3,45,83
Ruchi Bhatia,https://www.kaggle.com/ruchi798,expert,0,3,52,83
Prageeth Anjula,https://www.kaggle.com/praanj,expert,0,1,80,82
Vikas Singh,https://www.kaggle.com/vikassingh1996,expert,0,0,116,82
Helen,https://www.kaggle.com/yuanlin08,expert,0,2,69,82
Abdelrahman Hussein,https://www.kaggle.com/abdelrahmancae,expert,0,4,56,82
nilim,https://www.kaggle.com/snanilim,expert,0,0,80,81
Fred Navruzov,https://www.kaggle.com/frednavruzov,expert,5,18,68,80
Leonardo Ferreira,https://www.kaggle.com/kabure,expert,0,3,209,80
saewonYang,https://www.kaggle.com/yangsaewon,expert,1,4,67,80
Vaibhav Saxena,https://www.kaggle.com/vaibhavsxn,expert,0,0,95,80
liuze,https://www.kaggle.com/jt120lz,expert,1,3,51,80
Vishy,https://www.kaggle.com/viswanathravindran,expert,5,2,86,79
QuantScientist,https://www.kaggle.com/solomonk,expert,5,6,83,79
Rohit Agarwal,https://www.kaggle.com/rohitagarwal,expert,1,3,51,79
Sergey Zlobin,https://www.kaggle.com/sergeyzlobin,expert,0,3,125,79
Misha Lisovyi,https://www.kaggle.com/mlisovyi,expert,2,11,138,79
Daner Ferhadi,https://www.kaggle.com/dferhadi,expert,0,0,94,79
Ben Tesch,https://www.kaggle.com/btesch,expert,1,2,50,78
Hikkiiiiiiiii,https://www.kaggle.com/wochidadonggua,expert,4,6,40,78
Lukasz Grad,https://www.kaggle.com/lukeeee,expert,7,8,48,78
Boris D.,https://www.kaggle.com/borisdee,expert,2,8,40,78
Kassem,https://www.kaggle.com/elcaiseri,expert,1,4,94,78
Zach,https://www.kaggle.com/zachmayer,expert,4,18,204,77
Kruegger,https://www.kaggle.com/kruegger,expert,9,5,47,77
somnambWl,https://www.kaggle.com/somnambwl,expert,0,3,70,77
Aguiar,https://www.kaggle.com/jsaguiar,expert,5,6,99,77
Mourad,https://www.kaggle.com/msheriey,expert,1,4,51,77
Sreshta Putchala,https://www.kaggle.com/sreshta140,expert,0,0,73,77
Optimo,https://www.kaggle.com/optimo,expert,0,2,50,76
Vadim Borisov,https://www.kaggle.com/hireme,expert,3,8,111,76
silverstone,https://www.kaggle.com/silverstone1903,expert,5,1,47,76
Mark Worrall,https://www.kaggle.com/maw501,expert,6,7,63,76
Tushar,https://www.kaggle.com/thanatoz,expert,1,7,63,76
Pavan Sanagapati,https://www.kaggle.com/pavansanagapati,expert,0,0,130,76
Bukun,https://www.kaggle.com/ambarish,expert,0,5,181,74
steubk,https://www.kaggle.com/steubk,expert,5,7,40,74
David Mezzetti,https://www.kaggle.com/davidmezzetti,expert,0,2,61,74
Sani Kamal,https://www.kaggle.com/sanikamal,expert,1,2,125,74
Amaan,https://www.kaggle.com/rainmaker29,expert,0,0,56,74
Jared Savage,https://www.kaggle.com/jaredsavage,expert,1,2,79,74
Gerwyn Ng,https://www.kaggle.com/gerwynng,expert,1,3,51,74
Alexander Butakov,https://www.kaggle.com/acbutakov,expert,2,7,86,74
Utku_Kubilay,https://www.kaggle.com/utkukubilay,expert,1,6,63,74
Kareem Negm,https://www.kaggle.com/kareem3egm,expert,0,1,66,74
Tarun Chilkur,https://www.kaggle.com/tarunchilkur,expert,1,0,68,74
Rashidul Hasan Hridoy,https://www.kaggle.com/rashidulhasanhridoy,expert,0,1,59,74
Lyalikov Artyom,https://www.kaggle.com/timon88,expert,4,4,60,73
nicapotato,https://www.kaggle.com/nicapotato,expert,1,5,181,73
averagemn,https://www.kaggle.com/donkeys,expert,0,2,90,73
Marcus Lin,https://www.kaggle.com/marcuslin,expert,2,12,73,73
Allen Goodman,https://www.kaggle.com/agoodman,expert,11,10,54,73
Antonis Maronikolakis,https://www.kaggle.com/antmarakis,expert,5,6,79,73
Fatih Bilgin,https://www.kaggle.com/fatihbilgin,expert,0,1,105,73
A^b,https://www.kaggle.com/abrial,expert,1,6,110,72
Blonde,https://www.kaggle.com/blondinka,expert,2,2,70,72
Shashank Gupta,https://www.kaggle.com/wrecked22,expert,0,0,63,72
Suneel Patel,https://www.kaggle.com/suneelpatel,expert,1,3,93,72
Raman,https://www.kaggle.com/samusram,expert,1,3,53,71
JasonZivkovic,https://www.kaggle.com/jaseziv83,expert,0,1,91,71
Brian Lee,https://www.kaggle.com/joonl04,expert,2,2,54,71
Fellipe Gomes,https://www.kaggle.com/gomes555,expert,0,0,67,71
manzoor mahmood,https://www.kaggle.com/manzoormahmood,expert,0,1,55,71
kit.ai,https://www.kaggle.com/kitagrawal,expert,0,0,72,71
Chintan Chitroda,https://www.kaggle.com/chintanchitroda,expert,0,5,49,71
Raj,https://www.kaggle.com/rp1611,expert,0,3,58,70
Siddhartha,https://www.kaggle.com/meaninglesslives,expert,2,2,50,70
Nicholas,https://www.kaggle.com/nicholasgah,expert,0,0,83,70
Abhijith Chandra Das,https://www.kaggle.com/abhijithchandradas,expert,0,0,78,70
niteshy,https://www.kaggle.com/niteshfre,expert,1,2,90,70
Shaurya Lalwani,https://www.kaggle.com/shauryaa117,expert,0,2,57,70
Erkan Hatipoğlu,https://www.kaggle.com/erkanhatipoglu,expert,0,1,86,70
mamas,https://www.kaggle.com/mamasinkgs,expert,3,7,41,69
GSD,https://www.kaggle.com/gsdeepakkumar,expert,0,1,247,69
Hanke Chen,https://www.kaggle.com/kokecacao,expert,3,4,46,69
Rahul,https://www.kaggle.com/rahulharlalka,expert,0,1,61,69
Michel ML,https://www.kaggle.com/michelml,expert,1,5,51,68
PARKER,https://www.kaggle.com/cswwp347724,expert,0,2,63,68
DavidGbodiOdaibo,https://www.kaggle.com/godaibo,expert,4,7,78,68
Alexander Kireev,https://www.kaggle.com/alexanderkireev,expert,3,3,86,68
the1owl,https://www.kaggle.com/jazivxt,expert,3,3,55,68
Kush Shah,https://www.kaggle.com/kushshah95,expert,0,0,59,68
Frank Puk,https://www.kaggle.com/pukkinming,expert,1,4,70,67
Eduardo Fonseca,https://www.kaggle.com/eduardofonseca,expert,1,7,53,67
Karan Jakhar,https://www.kaggle.com/karanjakhar,expert,0,0,121,67
Viraj Bagal,https://www.kaggle.com/virajbagal,expert,1,1,63,67
微笑天使桥本有菜,https://www.kaggle.com/xujingzhao,expert,0,2,67,67
Shivam,https://www.kaggle.com/machinescientist,expert,0,0,60,67
Eric Freeman,https://www.kaggle.com/ericfreeman,expert,1,1,54,66
Akash kumar,https://www.kaggle.com/singhakash,expert,0,1,57,66
Lorenzo De Tomasi,https://www.kaggle.com/lodetomasi1995,expert,1,4,70,66
AlbertoDS,https://www.kaggle.com/userds2000,expert,0,0,76,66
Aadhav Vignesh,https://www.kaggle.com/aadhavvignesh,expert,0,0,57,66
Johar M. Ashfaque,https://www.kaggle.com/ukveteran,expert,0,0,65,65
Shahbaz Khan,https://www.kaggle.com/thehawkgriffith,expert,1,1,62,65
Divya Shah,https://www.kaggle.com/divya2509,expert,2,4,47,65
Ahmed Mohamed,https://www.kaggle.com/ahmedsmara,expert,0,0,84,65
sh,https://www.kaggle.com/sidhanthholalkere,expert,1,3,58,65
Digvijay Yadav,https://www.kaggle.com/digvijayyadav,expert,0,0,60,65
Triskelion,https://www.kaggle.com/triskelion,master,32,68,403,64
Insaf Ashrapov,https://www.kaggle.com/insaff,expert,3,4,54,64
Anne Carpenter,https://www.kaggle.com/drannecarpenter,expert,9,13,57,64
Akhilesh,https://www.kaggle.com/akhileshrai,expert,0,0,112,64
Ganesh,https://www.kaggle.com/ganeshnimmala,expert,1,0,104,64
Anusha Nidamanuri,https://www.kaggle.com/anushakarthik1991,expert,0,1,58,64
Dharini R,https://www.kaggle.com/dharinir242001,expert,0,0,52,64
Beni Vitai,https://www.kaggle.com/benivitai,expert,0,1,51,64
Taffey Lewis,https://www.kaggle.com/taffeylewis,expert,6,20,195,63
Jianfei Wang,https://www.kaggle.com/codlife,expert,0,6,97,63
Tak,https://www.kaggle.com/takaishikawa,expert,2,5,44,63
Annabelle,https://www.kaggle.com/sezaugg,expert,1,8,44,63
dhaqui the kaggler,https://www.kaggle.com/dhaqui,expert,1,2,95,63
Felipe Jardim,https://www.kaggle.com/felipejardimf,expert,0,1,58,63
Chittal Patel,https://www.kaggle.com/chittalpatel,expert,0,1,64,63
G Ranjith kumar,https://www.kaggle.com/granjithkumar,expert,0,0,62,63
Davut Polat,https://www.kaggle.com/davutpolat,expert,7,8,88,62
Priyam Kakati,https://www.kaggle.com/iteachmachines,expert,0,0,61,62
Fabiani Kiabi,https://www.kaggle.com/fabianikiabi,expert,0,0,69,62
Gaurav Singh,https://www.kaggle.com/gauravdahiya,expert,0,0,58,62
Marcin Pękalski,https://www.kaggle.com/mpekalski,expert,2,7,130,61
DavidS,https://www.kaggle.com/davids1992,expert,2,1,57,61
rpyverse,https://www.kaggle.com/pranav84,expert,2,11,150,61
Thomas Yokota,https://www.kaggle.com/learnmower,expert,3,4,47,61
Ilham Firdausi Putra,https://www.kaggle.com/ilhamfp31,expert,1,2,65,61
Prashant Manshani,https://www.kaggle.com/prazhant,expert,0,2,92,61
synergy37AI,https://www.kaggle.com/econdata,expert,0,1,123,61
Tanmay Pandey,https://www.kaggle.com/tanmaypandey,expert,2,4,58,61
Pratik Mukherjee,https://www.kaggle.com/pratik1120,expert,0,0,60,61
Md Selim Reza,https://www.kaggle.com/mdselimreza,expert,0,0,55,61
Pratik Barua,https://www.kaggle.com/pratikbarua,expert,0,0,60,61
qianqian,https://www.kaggle.com/qqgeogor,expert,14,17,66,60
Roberto Spadim,https://www.kaggle.com/rspadim,expert,3,5,174,60
Batangas,https://www.kaggle.com/batangas,expert,2,4,52,60
qizheng,https://www.kaggle.com/yuqizheng,expert,0,4,49,60
sourcecode369,https://www.kaggle.com/rhtsingh,expert,0,0,66,60
Leigh,https://www.kaggle.com/leighplt,expert,1,5,45,60
Bavalpreet,https://www.kaggle.com/bavalpreet26,expert,0,0,72,60
Marcos Martins Marchetti,https://www.kaggle.com/mmmarchetti,expert,0,1,73,60
Siddharth Chillale,https://www.kaggle.com/siddalore,expert,0,1,54,60
David J. Slate,https://www.kaggle.com/dslate,expert,5,8,88,59
Max Schumacher,https://www.kaggle.com/mschumacher,expert,3,9,59,59
Michael Maguire,https://www.kaggle.com/thawatt,expert,6,14,120,59
Joel Hanson,https://www.kaggle.com/joelhanson,expert,0,0,109,59
Ahan,https://www.kaggle.com/spurryag,expert,1,2,83,59
Mateusz Kwaśniak,https://www.kaggle.com/mtszkw,expert,0,2,55,59
Mahmoud El Fahl,https://www.kaggle.com/mahmoudelfahl,expert,0,1,60,59
Andrea Garritano,https://www.kaggle.com/andreagarritano,expert,1,1,53,59
Nader A.Rasoul,https://www.kaggle.com/naderrasoul,expert,0,0,66,59
Jared Turkewitz,https://www.kaggle.com/jturkewitz,expert,18,29,176,58
Aditya Vyas,https://www.kaggle.com/aditya1702,expert,3,5,97,58
Steven Nguyen,https://www.kaggle.com/stevenknguyen,expert,3,11,180,58
Md. Atik Ahamed,https://www.kaggle.com/atikahamed,expert,0,0,60,58
yash chaudhary,https://www.kaggle.com/yash612,expert,0,0,57,58
Rahul Agarwal,https://www.kaggle.com/mlwhiz,expert,5,4,53,57
Vishnu,https://www.kaggle.com/vishnus,expert,2,5,47,57
Amjad,https://www.kaggle.com/amjad85,expert,1,5,47,57
Sameh Faidi,https://www.kaggle.com/samehif,expert,7,17,93,57
Cola,https://www.kaggle.com/kelexu,expert,5,11,65,57
Tayyab Ali,https://www.kaggle.com/tayyabali55,expert,0,1,55,57
KraLMachine,https://www.kaggle.com/kralmachine,expert,1,1,124,57
Shweta Goyal,https://www.kaggle.com/shwetagoyal4,expert,1,0,88,57
Saba Tavoosi,https://www.kaggle.com/tavoosi,expert,1,0,84,57
Rohan Mahajan,https://www.kaggle.com/rohanmahajan011,expert,0,1,58,57
Ada Kibet,https://www.kaggle.com/adakibet,expert,0,0,56,57
Mohsin hasan,https://www.kaggle.com/tezdhar,expert,4,13,58,56
DennisSakva,https://www.kaggle.com/sakvaua,expert,4,6,98,56
happycube,https://www.kaggle.com/happycube,expert,7,15,267,56
Tushar Mittal,https://www.kaggle.com/techytushar,expert,0,1,59,56
Carlos Domínguez,https://www.kaggle.com/carlosdg,expert,0,0,72,56
Mohommad Najeed Osmani,https://www.kaggle.com/najeedosmani,expert,0,0,53,56
Meet Ranoliya,https://www.kaggle.com/meemr5,expert,0,0,61,56
Vítor Gama Lemos,https://www.kaggle.com/vitorgamalemos,expert,0,2,56,56
🐳鲲(China),https://www.kaggle.com/nickycan,expert,8,13,84,55
Matei Ionita,https://www.kaggle.com/mateiionita,expert,1,5,52,55
Neelima Jauhari,https://www.kaggle.com/nilimajauhari,expert,0,0,53,55
Shai,https://www.kaggle.com/sgalib,expert,1,3,51,54
Shruti_Iyyer,https://www.kaggle.com/shrutimechlearn,expert,0,1,72,54
Akash Ravichandran,https://www.kaggle.com/akashravichandran,expert,1,5,72,54
Vibhor Jain,https://www.kaggle.com/vjcalling,expert,0,2,102,54
ChewZY,https://www.kaggle.com/chewzy,expert,0,2,74,54
Nicolas H,https://www.kaggle.com/nhlr21,expert,0,5,83,54
Ben Nye,https://www.kaggle.com/angrim,expert,0,5,85,54
Dean,https://www.kaggle.com/cometome,expert,0,0,56,54
Ertuğrul Demir,https://www.kaggle.com/datafan07,expert,0,0,52,54
prose,https://www.kaggle.com/proselotis,expert,0,0,56,53
Laura Fink,https://www.kaggle.com/allunia,expert,0,1,82,53
devforfu,https://www.kaggle.com/purplejester,expert,0,3,53,53
blacksix,https://www.kaggle.com/blacksix,expert,1,9,66,53
Emre Çetin,https://www.kaggle.com/emrecetin,expert,0,0,60,53
Bill Holst,https://www.kaggle.com/wjholst,expert,1,2,50,52
Melih Kanbay,https://www.kaggle.com/melihkanbay,expert,0,0,59,52
blindinglights,https://www.kaggle.com/blindinglights,expert,0,0,58,52
Khurram Siddiqui,https://www.kaggle.com/oraware,expert,0,0,67,51
ironbar,https://www.kaggle.com/ironbar,expert,9,9,78,51
SteveKane,https://www.kaggle.com/abednadir,expert,1,7,65,51
Mohammed Deeb,https://www.kaggle.com/masteronepiece,expert,0,0,66,51
Captain Awesome,https://www.kaggle.com/stjarnan,expert,0,0,57,51
Nooh,https://www.kaggle.com/nuhsikander,expert,3,7,78,50
Larxel,https://www.kaggle.com/andrewmvd,expert,1,3,48,50
Antoine,https://www.kaggle.com/areveillon,expert,2,3,62,50
wjsheng,https://www.kaggle.com/wjshenggggg,expert,0,1,65,50
gunish jha,https://www.kaggle.com/gunishj,expert,0,1,91,50
Binu,https://www.kaggle.com/biphili,expert,0,0,78,50
Data-Science Sean,https://www.kaggle.com/larsen0966,expert,0,0,57,50
PSVishnu,https://www.kaggle.com/psvishnu,expert,0,0,78,50
dimkadimon,https://www.kaggle.com/dimkadimon,expert,0,6,47,49
Ceshine Lee,https://www.kaggle.com/ceshine,expert,3,7,53,49
Pavel Troshenkov,https://www.kaggle.com/pavetr,expert,7,5,46,49
Binil,https://www.kaggle.com/binilg,expert,2,5,69,49
Aleksey Bilogur,https://www.kaggle.com/residentmario,expert,0,2,219,49
Shabie Iqbal,https://www.kaggle.com/shiqbal,expert,1,5,48,49
Saikat Biswas,https://www.kaggle.com/damnboy,expert,0,0,77,49
J MA,https://www.kaggle.com/jinmahkust,expert,3,3,51,48
good good study,https://www.kaggle.com/zjucor,expert,2,2,55,48
Mekaveli.,https://www.kaggle.com/icemekaveli,expert,3,1,59,48
Monika Panfil,https://www.kaggle.com/mpanfil,expert,0,2,54,48
Mithrillion,https://www.kaggle.com/mithrillion,expert,2,6,48,47
Panchajanya Banerjee (Pancham),https://www.kaggle.com/delayedkarma,expert,1,2,75,47
Lathwal,https://www.kaggle.com/codename007,expert,4,4,130,47
C_M,https://www.kaggle.com/ashukr,expert,2,2,58,47
Sumit Mishra,https://www.kaggle.com/sumitm004,expert,0,0,60,47
SM,https://www.kaggle.com/sermakarevich,expert,3,2,46,46
bearstrikesback,https://www.kaggle.com/bearstrikesback,expert,2,4,49,46
CVxTz,https://www.kaggle.com/CVxTz,expert,4,7,56,46
Zeeshan-ul-hassan Usmani,https://www.kaggle.com/zusmani,expert,5,4,75,46
Kevin,https://www.kaggle.com/kevinbonnes,expert,3,6,61,46
Harun-Ur-Rashid,https://www.kaggle.com/harunshimanto,expert,1,0,90,46
Piyush Rastogi,https://www.kaggle.com/piyras23,expert,0,2,67,46
Robert Lohne,https://www.kaggle.com/regressionsquirrel,expert,0,2,59,46
Puja Karki,https://www.kaggle.com/pujakarki,expert,0,0,54,46
Glimmung,https://www.kaggle.com/glimmung,expert,0,1,54,45
Chia-Ta Tsai,https://www.kaggle.com/cttsai,expert,4,5,84,45
Jiazhen Xi,https://www.kaggle.com/johnfarrell,expert,3,9,47,45
KALE,https://www.kaggle.com/cczaixian,expert,1,7,74,45
wayward_artisan,https://www.kaggle.com/taniaj,expert,1,3,55,45
Andre Sionek,https://www.kaggle.com/andresionek,expert,0,5,46,45
Nicole Finnie,https://www.kaggle.com/nicolefinnie,expert,2,4,87,45
Adriano Avelar,https://www.kaggle.com/adrianoavelar,expert,0,4,46,45
AnuragNegi,https://www.kaggle.com/anuragnegi,expert,1,0,52,45
Taner Sekmen,https://www.kaggle.com/tanersekmen,expert,0,0,56,45
Devin Anzelmo,https://www.kaggle.com/devinanzelmo,expert,5,11,261,44
weDo,https://www.kaggle.com/ankittomar1,expert,0,0,72,44
r4m0n,https://www.kaggle.com/mumech,expert,1,6,91,44
rohan,https://www.kaggle.com/rohandx1996,expert,1,0,59,44
Shanth,https://www.kaggle.com/shanth84,expert,4,3,50,44
Pranav Pulijala,https://www.kaggle.com/pranavpulijala,expert,0,1,51,44
Rashidul H,https://www.kaggle.com/rhhridoy,expert,0,0,72,44
David Rousseau,https://www.kaggle.com/droussea,expert,4,8,82,43
Oleg Panichev,https://www.kaggle.com/opanichev,expert,3,10,43,43
William Horton,https://www.kaggle.com/hortonhearsafoo,expert,1,2,59,43
Murat Korkmaz,https://www.kaggle.com/fatall,expert,2,2,47,43
Dr. Hemanth Kumar,https://www.kaggle.com/hemanth007,expert,0,0,56,43
yilisg,https://www.kaggle.com/yilihome,expert,7,6,42,42
Bharat Singh,https://www.kaggle.com/bharatsingh213,expert,1,0,58,42
Alec Kulakowski,https://www.kaggle.com/alecthekulak,expert,1,1,86,42
Ashwini Swain,https://www.kaggle.com/ash316,expert,1,3,104,41
Bryan Arnold,https://www.kaggle.com/puremath86,expert,1,4,79,41
Allen,https://www.kaggle.com/afgonczol,expert,1,5,53,41
Haripriya TV,https://www.kaggle.com/haripriyatv,expert,0,2,58,41
Ahmad Javed,https://www.kaggle.com/ahmadjaved097,expert,0,0,61,41
Victor Menuzzo,https://www.kaggle.com/victormenuzzo,expert,0,0,56,41
ysuzuki,https://www.kaggle.com/dsv61999,expert,0,1,54,41
Bishwarup B,https://www.kaggle.com/bishwarup,expert,6,10,51,40
